	0	1	2	3	4	5	6	7
am0001	0	0	3	0	3	10	2	2
am0002	1	2	0	1	5	3	4	4
am0003	0	0	0	0	0	0	0	0
am0004	0	0	0	0	0	0	0	0
am0005	0	0	0	0	0	0	0	0
am0006	3	2	1	0	3	5	2	4
am0007	2	0	2	8	3	4	0	1
am0008	0	3	5	1	5	4	1	1
am0009	2	3	1	2	1	3	2	6
am0010	2	2	0	4	1	1	6	4
am0011	1	0	1	2	6	1	3	6
am0012	0	0	1	3	6	4	3	3
am0013	4	1	0	1	3	5	4	2
am0014	2	2	1	1	4	2	2	6
am0015	3	3	1	0	4	4	2	3
am0016	0	0	2	3	2	2	8	3
am0017	1	3	0	0	2	5	3	6
am0018	3	3	0	2	4	3	1	4
am0019	0	0	0	0	0	0	0	0
am0020	1	3	1	0	5	3	4	3
am0021	0	1	2	2	3	3	4	5
am0022	1	3	1	3	1	4	3	4
am0023	0	4	2	2	3	2	1	6
am0024	0	0	0	0	0	0	0	0
am0025	2	0	2	2	5	5	4	0
am0026	4	1	2	4	2	2	2	3
am0027	0	5	3	4	2	1	5	0
am0028	1	0	4	1	2	2	6	4
am0029	0	0	0	0	0	0	0	0
am0030	3	2	2	0	2	2	3	6
am0031	0	4	0	0	2	3	6	5
am0039	0	0	0	0	0	0	0	0
am0051	3	2	0	2	4	1	3	5
am0052	0	0	0	0	0	0	0	0
am0053	1	5	3	3	2	1	2	3
am0054	0	0	0	0	0	0	0	0
am0055	2	5	0	5	2	4	1	1
am0056	0	2	1	6	3	3	2	3
am0057	2	4	3	5	4	1	0	1
am0058	8	2	3	3	3	0	1	0
am0059	0	0	0	0	0	0	0	0
am0060	0	0	0	0	0	0	0	0
am0061	3	3	4	2	1	2	5	0
am0062	0	0	0	0	0	0	0	0
am0063	2	0	2	3	6	4	0	3
am0064	3	1	1	5	3	3	0	4
am0065	0	0	0	0	0	0	0	0
am0066	4	2	2	0	3	2	5	2
am0067	0	0	0	0	0	0	0	0
am0068	0	0	0	0	0	0	0	0
am0069	0	0	2	2	4	5	4	3
am0070	0	0	0	0	0	0	0	0
am0071	0	0	0	0	0	0	0	0
am0072	2	2	2	3	8	0	1	2
am0073	1	7	2	2	5	1	1	1
am0074	0	0	0	0	0	0	0	0
am0075	3	0	4	5	3	1	1	3
am0076	0	0	0	0	0	0	0	0
am0077	0	0	4	3	0	3	5	5
am0078	0	0	0	0	0	0	0	0
am0079	3	1	1	1	4	6	1	3
am0080	2	2	0	2	6	7	1	0
am0081	2	2	4	1	3	2	3	3
am0082	0	0	0	0	0	0	0	0
am0083	5	4	0	0	1	4	5	1
am0084	0	0	0	0	0	0	0	0
am0085	0	0	0	0	0	0	0	0
am0086	0	0	0	0	0	0	0	0
am0087	0	0	0	0	0	0	0	0
am0088	0	0	0	0	0	0	0	0
am0089	4	0	2	2	4	3	2	3
am0090	0	0	0	0	0	0	0	0
am0091	0	0	0	0	0	0	0	0
am0092	1	0	1	0	6	2	8	2
am0093	0	0	0	0	0	0	0	0
am0094	0	2	8	3	5	1	1	0
am0095	0	0	0	0	0	0	0	0
am0096	0	0	0	0	0	0	0	0
am0097	0	0	0	0	0	0	0	0
am0098	1	1	3	1	2	3	4	5
am0099	0	0	0	0	0	0	0	0
am0100	0	0	0	0	0	0	0	0
am0101	0	0	0	0	0	0	0	0
am0102	0	0	0	0	0	0	0	0
am0103	3	0	1	1	4	2	3	6
am0104	0	0	0	0	0	0	0	0
am0105	0	0	0	0	0	0	0	0
am0106	0	0	0	0	0	0	0	0
am0107	0	0	0	0	0	0	0	0
am0108	0	0	0	0	0	0	0	0
am0109	0	0	0	0	0	0	0	0
am0110	3	2	2	2	3	3	5	0
am0111	0	0	0	0	0	0	0	0
am0112	0	0	0	0	0	0	0	0
am0113	0	0	0	0	0	0	0	0
am0114	1	2	2	0	0	4	5	6
am0115	0	0	0	0	0	0	0	0
am0116	2	1	1	1	2	4	5	4
am0117	2	0	2	3	2	3	4	4
am0118	2	3	1	1	5	0	7	1
am0119	2	4	0	1	3	4	4	2
am0120	4	2	1	2	2	5	0	4
am0121	0	0	0	0	0	0	0	0
am0122	0	0	0	0	0	0	0	0
am0123	0	0	0	0	0	0	0	0
am0124	0	1	0	3	8	2	4	2
am0125	2	2	1	2	7	3	2	1
am0126	0	2	5	1	0	5	7	0
am0127	0	0	0	0	0	0	0	0
am0128	0	0	0	0	0	0	0	0
am0129	0	0	0	0	0	0	0	0
am0130	1	0	1	3	6	2	3	4
am0131	0	8	2	8	0	0	1	1
am0132	0	0	2	2	3	2	6	5
am0134	0	0	0	0	0	0	0	0
am0135	0	2	6	0	2	6	1	3
am0136	0	0	0	0	0	0	0	0
am0137	0	0	0	0	0	0	0	0
am0138	0	0	0	0	0	0	0	0
am0139	4	2	1	3	2	0	2	6
am0140	0	0	0	0	0	0	0	0
am0141	0	0	3	0	2	5	5	5
am0142	0	0	0	0	0	0	0	0
am0143	4	3	2	0	3	3	1	4
am0146	0	0	0	0	0	0	0	0
am0147	0	1	1	4	3	5	4	2
am0148	0	0	0	0	0	0	0	0
am0149	1	3	0	4	3	1	3	5
am0150	0	1	2	3	3	6	2	3
am0151	0	0	0	0	0	0	0	0
am0152	0	0	0	0	0	0	0	0
am0153	0	0	0	0	0	0	0	0
am0155	0	0	1	1	2	4	4	8
am0156	0	1	5	1	2	1	7	3
am0157	0	0	0	0	0	0	0	0
am0158	2	2	3	1	3	1	6	2
am0159	0	0	0	0	0	0	0	0
am0160	0	0	0	0	0	0	0	0
am0161	0	0	0	0	0	0	0	0
am0162	0	0	0	0	0	0	0	0
am0163	5	1	1	1	3	3	4	2
am0164	0	0	0	0	0	0	0	0
am0165	0	2	5	5	0	1	4	3
am0166	0	0	0	0	0	0	0	0
am0167	0	0	0	0	0	0	0	0
am0168	0	3	5	3	1	2	4	2
am0169	0	1	5	1	6	4	1	2
am0171	0	3	2	4	0	0	7	4
am0172	0	0	0	0	0	0	0	0
am0173	0	0	0	0	0	0	0	0
am0174	0	0	0	0	0	0	0	0
am0175	9	0	1	3	2	3	1	1
am0176	0	0	0	0	0	0	0	0
am0177	0	1	3	0	0	4	2	10
am0178	0	0	0	0	0	0	0	0
am0179	2	0	0	0	0	8	2	8
am0180	0	0	0	0	0	0	0	0
am0181	0	0	0	0	0	0	0	0
am0182	0	0	0	0	0	0	0	0
am0183	0	0	0	0	0	0	0	0
am0184	0	3	4	2	0	7	2	2
am0185	0	0	0	0	0	0	0	0
am0186	0	2	1	2	1	2	7	5
am0187	0	0	0	0	0	0	0	0
am0188	0	0	0	0	0	0	0	0
am0189	0	0	0	0	0	0	0	0
am0190	6	0	1	0	1	5	2	5
am0192	0	0	0	0	0	0	0	0
am0194	0	0	0	0	0	0	0	0
am0195	2	3	6	4	1	1	2	1
am0196	0	0	0	0	0	0	0	0
am0197	3	3	3	0	2	1	4	4
am0198	0	2	3	0	6	3	2	4
am0199	0	0	0	0	0	0	0	0
am0200	0	0	0	0	0	0	0	0
am0201	0	0	0	0	0	0	0	0
am0202	4	1	2	1	4	3	1	4
am0203	1	1	2	7	6	1	0	2
am0204	2	0	4	3	2	2	3	4
am0205	0	0	7	2	1	3	6	1
am0206	0	0	0	0	0	0	0	0
am0207	0	0	0	0	0	0	0	0
am0208	0	0	0	0	0	0	0	0
am0209	0	0	0	0	0	0	0	0
am0210	0	0	0	0	0	0	0	0
am0211	0	0	0	0	3	10	3	4
am0212	0	0	0	0	0	0	0	0
am0213	0	0	0	0	0	0	0	0
am0214	0	0	0	0	0	0	0	0
am0215	1	3	2	3	0	3	2	6
am0216	0	0	0	0	0	0	0	0
am0217	0	0	1	6	3	2	5	3
am0218	2	1	3	6	3	1	0	4
am0219	0	1	2	2	5	4	2	4
am0220	0	0	0	0	0	0	0	0
am0221	0	0	1	3	4	4	6	2
am0222	0	0	0	0	0	0	0	0
am0223	1	2	2	1	5	3	2	4
am0224	0	0	0	0	0	0	0	0
am0225	1	2	2	2	0	0	8	5
am0226	0	0	0	0	0	0	0	0
am0227	2	0	2	1	2	3	5	5
am0228	0	0	0	0	0	0	0	0
am0229	0	0	0	0	0	0	0	0
am0230	0	0	0	0	0	0	0	0
am0231	0	0	0	0	0	0	0	0
