	pvalue	qvalue	Weighted time diff	firstpresence	neworder	SP_y
0	0.9777777777777777	1.0	-101.22346368715084	9	0	SP9
1	0.46111111111111114	1.0	24.77653631284916	157	1	SP4
2	0.5722222222222222	1.0	-3.22346368715084	125	2	SP10
3	0.46111111111111114	1.0	24.77653631284916	157	3	SP18
4	0.9772866789441375	1.0	-80.22346368715084	9	4	SP17
5	0.8559852670349908	1.0	-78.22346368715084	39	5	SP14
6	0.6193370165745856	1.0	-37.22346368715084	91	6	SP0
7	0.9772866789441375	1.0	-101.22346368715084	9	7	SP12
8	0.5554560540748386	1.0	-13.890130353817511	9	8	SP16
9	0.2633942484771214	1.0	-3.22346368715084	125	9	SP11
10	0.07021431607066966	1.0	47.77653631284916	162	10	SP7
11	0.8377856029789732	1.0	-57.556797020484176	39	11	SP2
12	0.07021431607066966	1.0	65.77653631284916	162	12	SP5
13	0.5084846093133386	1.0	-18.89013035381751	91	13	SP21
14	0.6965990731184102	1.0	-17.22346368715084	9	14	SP13
15	0.7271372470176927	1.0	-5.97346368715084	39	15	SP20
16	0.26117141975228236	1.0	17.976536312849163	9	16	SP24
17	0.011381293386014919	1.0	44.77653631284916	69	17	SP25
18	4.5333353989233455e-05	0.0	75.1098696461825	206	18	SP19
19	0.9310283380700758	1.0	-47.556797020484176	9	19	SP22
20	0.3898434089156785	1.0	11.77653631284916	69	20	SP6
21	0.4939931048117442	1.0	-14.79489225857941	39	21	SP23
22	0.7102668146917742	1.0	-37.34846368715084	39	22	SP3
23	0.6862724303113387	1.0	-9.34846368715084	39	23	SP8
24	0.7109246226963707	1.0	-25.678009141696293	9	24	SP1
