	pvalue	qvalue	Weighted time diff	firstpresence	neworder	SP_y
0	0.25041829336307864	1.0	44.59319196428571	185	0	SP81
1	0.5203569436698271	1.0	6.593191964285708	143	1	SP56
2	0.10708310094813163	1.0	74.59319196428571	217	2	SP64
3	0.48131622978248745	1.0	13.593191964285708	152	3	SP77
4	0.18739542665923034	1.0	62.59319196428571	205	4	SP74
5	0.9341885108756275	1.0	-99.40680803571429	18	5	SP41
6	0.9298964572370814	1.0	-54.40680803571429	18	6	SP47
7	0.8136789857248646	1.0	-44.40680803571429	57	7	SP36
8	0.535842658275307	1.0	2.593191964285708	116	8	SP54
9	0.6878832024204123	1.0	-27.406808035714292	18	9	SP52
10	0.993266269606627	1.0	-115.40680803571429	2	10	SP3
11	0.683695605541431	1.0	-39.40680803571429	96	11	SP40
12	0.6878832024204123	1.0	-30.406808035714292	12	12	SP33
13	0.03982855187417816	1.0	44.59319196428571	92	13	SP37
14	0.7332507745291544	1.0	-18.74014136904762	57	14	SP38
15	0.3624874203359385	1.0	-11.74014136904762	123	15	SP45
16	0.28870536041886496	1.0	25.093191964285708	123	16	SP46
17	0.3449361160129913	1.0	11.593191964285708	114	17	SP43
18	0.014043007059767491	1.0	55.34319196428571	174	18	SP48
19	0.4724787710750726	1.0	0.3431919642857082	96	19	SP51
20	0.36697953081736095	1.0	-6.156808035714292	113	20	SP55
21	0.9324035028365685	1.0	-30.606808035714295	14	21	SP29
22	0.7088260664218677	1.0	-49.606808035714295	57	22	SP50
23	0.24649239934988365	1.0	8.393191964285705	116	23	SP53
24	0.9031782082476781	1.0	-76.0068080357143	20	24	SP58
25	0.46402292209587725	1.0	-21.74014136904762	83	25	SP42
26	0.9495158217931018	1.0	-52.90680803571429	12	26	SP73
27	0.9095731462664759	1.0	-32.40680803571429	18	27	SP32
28	0.23749234881881395	1.0	15.021763392857125	108	28	SP24
29	0.7751644757868138	1.0	-39.28180803571429	26	29	SP35
30	0.5537095182007972	1.0	-51.28180803571429	61	30	SP44
31	0.6168669388241796	1.0	-33.78180803571429	56	31	SP76
32	0.8808684713844589	1.0	-56.15680803571429	20	32	SP34
33	0.6638996695997621	1.0	-27.031808035714292	52	33	SP39
34	0.8451604505367991	1.0	-17.517919146825406	11	34	SP31
35	0.5883603461097138	1.0	-35.29569692460318	56	35	SP49
36	0.9660881980829356	1.0	-25.406808035714292	10	36	SP80
37	0.7751330242364298	1.0	-36.606808035714295	24	37	SP30
38	0.33484896803427666	1.0	-5.156808035714292	11	38	SP7
39	0.03600650887790355	1.0	28.343191964285708	1	39	SP16
40	0.9160296858470309	1.0	-12.714500343406598	13	40	SP25
41	0.2457591264277179	1.0	-4.714500343406598	2	41	SP72
42	0.6667280116436195	1.0	-1.0496651785714306	22	42	SP5
43	0.26002759042007434	1.0	-29.692522321428584	8	43	SP28
44	0.5436904515088302	1.0	-1.6068080357142946	1	44	SP23
45	0.935693386781205	1.0	-16.74014136904762	2	45	SP26
46	0.3685753267603931	1.0	8.843191964285708	12	46	SP21
47	0.9313820855659668	1.0	-23.219308035714292	2	47	SP2
48	0.4517605429004889	1.0	-9.781808035714292	11	48	SP67
49	0.09364836802894921	1.0	13.468191964285708	14	49	SP69
50	0.005147770504154656	1.0	28.780691964285708	27	50	SP22
51	0.9214975881543359	1.0	-29.995043329831944	12	51	SP63
52	0.8929170665450182	1.0	-31.684585813492063	11	52	SP75
53	0.9112566582090723	1.0	-16.775229088345867	8	53	SP19
54	0.12811272542237423	1.0	0.01424459586465332	1	54	SP66
55	0.8141782928352426	1.0	-10.301544877819552	18	55	SP71
56	0.7530217122564407	1.0	-20.656808035714292	8	56	SP78
57	0.6173719330202122	1.0	-11.256808035714286	8	57	SP8
58	0.9166941979703908	1.0	-33.12109375	11	58	SP11
59	0.8787055683016031	1.0	-25.025855654761912	13	59	SP70
60	0.2984997008755852	1.0	-0.08862621753247879	1	60	SP20
61	0.46953915097397775	1.0	1.1584093555900523	27	61	SP61
62	1.433827149004852e-05	0.0	43.15840935559005	11	62	SP62
63	0.35032919992227296	1.0	-1.972025427018636	2	63	SP6
64	0.4337383126691395	1.0	-4.948474702380963	1	64	SP9
65	0.21947102801046894	1.0	-2.4901413690476204	18	65	SP4
66	0.5634010816799274	1.0	-4.86514136904762	18	66	SP13
67	0.21947102801046894	1.0	5.00985863095238	12	67	SP68
68	0.07853442324250608	1.0	8.554730425824175	58	68	SP14
69	0.18596381447746285	1.0	-3.517919146825406	22	69	SP60
70	0.36041274176399174	1.0	-3.406808035714292	13	70	SP12
71	0.6486391134633681	1.0	-13.820601139162562	1	71	SP27
72	0.9758634121621897	1.0	-34.255292884199136	8	72	SP18
73	0.9352094952845924	1.0	-16.863950892857147	10	73	SP83
74	0.08347057900733318	1.0	7.343191964285708	27	74	SP59
75	0.00845854703567451	1.0	10.926525297619037	10	75	SP10
76	0.0006745551073705783	1.0	12.779632642251798	1	76	SP0
