	pvalue	qvalue	Weighted time diff	firstpresence	neworder	SP_y
0	0.00011834542372990944	0.0	55.224062613760466	14	0	SP11
1	0.30813310502808317	1.0	1.6953269815765566	2	1	SP1
2	0.15737487946428366	1.0	-0.09236250701248139	1	2	SP4
3	0.06445130623531242	1.0	2.0186362571713232	2	3	SP3
4	0.3195604252381455	1.0	-1.3564742989912162	1	4	SP0
5	0.7230381765314466	1.0	-9.08362969393184	1	5	SP7
6	0.8936988087016479	1.0	-7.531528440552634	1	6	SP2
7	0.8302270499026372	1.0	-6.575657274194711	1	7	SP6
8	0.9833205753323774	1.0	-10.808590447464027	1	8	SP5
