	pvalue	qvalue	Weighted time diff	firstpresence	neworder	SP_y	DR
0	0.00015311200571958933	0.0	63.03867924528302	57	53	SP74	DR240_rarefy_9reads
1	0.0007201508247620293	0.0	44.6696316262354	69	74	SP45	DR240_rarefy_9reads
2	0.0012871379012080373	0.0	20.70534591194969	9	78	SP16	DR240_rarefy_9reads
3	0.000827520373609558	0.0	45.31983333333334	57	4	SP1	DR112_rarefy_9reads
4	0.00044157615975854786	0.0	37.660388445599054	2	2	SP2	DR238_rarefy_9reads
5	0.002238629983710323	0.0	48.54820359281437	153	16	SP10	DR20_rarefy_9reads
6	1.4221187065227203e-05	0.0	53.96487025948103	63	46	SP28	DR20_rarefy_9reads
7	5.4018339938225454e-05	0.0	50.348203592814386	26	49	SP14	DR20_rarefy_9reads
8	0.00010001471238201473	0.0	46.86184210526318	171	0	SP2	DR128_rarefy_9reads
9	1.2535496134902134e-05	0.0	57.447167120446	14	5	SP6	DR58_rarefy_9reads
10	0.009401014542572724	0.0	68.06533066132265	166	2	SP8	DR230_rarefy_9reads
11	0.0063088842198667176	0.0	38.73199732798932	10	12	SP0	DR230_rarefy_9reads
12	0.011823382362872623	0.0	30.610785206777194	52	16	SP21	DR230_rarefy_9reads
13	7.691135809426379e-06	0.0	9.631368397171698	2	21	SP3	DR230_rarefy_9reads
14	0.0030732401896904865	0.0	20.688775510204078	58	12	SP4	DR248_rarefy_9reads
15	0.0010793826413182108	0.0	51.744730679156895	71	1	SP8	DR264_rarefy_9reads
16	0.0033220427305888484	0.0	94.57615894039736	225	11	SP51	DR50_rarefy_9reads
17	0.0033220427305888484	0.0	94.57615894039736	225	12	SP7	DR50_rarefy_9reads
18	0.003808062478841601	0.0	46.40949227373069	51	23	SP3	DR50_rarefy_9reads
19	1.2509833546763161e-05	0.0	36.90839536807279	58	60	SP83	DR22_rarefy_9reads
20	4.746994840194876e-06	0.0	32.09233496999452	39	61	SP84	DR22_rarefy_9reads
21	0.004227244971118707	0.0	25.34615384615384	89	15	SP3	DR82_rarefy_9reads
22	0.0017169706835470553	0.0	30.09615384615384	89	16	SP7	DR82_rarefy_9reads
23	0.0010874087844485398	0.0	39.10233918128657	75	22	SP23	DR34_rarefy_9reads
24	0.0016422049488164225	0.0	24.977115924588862	8	15	SP22	DR242_rarefy_9reads
25	0.0034261764717973663	0.0	24.5794799907827	9	17	SP20	DR242_rarefy_9reads
26	0.00020004042388886592	0.0	25.07267148014441	15	19	SP27	DR242_rarefy_9reads
