	pvalue	qvalue	Weighted time diff	firstpresence	neworder	SP_y	DR
0	0.00031219792515619016	0.0	31.310344827586217	183	8	SP8	DR279_rarefy_7reads
1	0.0002995185134421939	0.0	78.93518518518519	197	4	SP8	DR145_rarefy_7reads
2	0.00975730965579708	0.0	36.85806185991457	22	4	SP3	DR243_rarefy_7reads
3	0.00016334470826071966	0.0	33.26823674067769	31	6	SP0	DR243_rarefy_7reads
4	0.00043468032497245363	0.0	24.198936671377627	30	7	SP1	DR243_rarefy_7reads
5	0.0029971443701868185	0.0	11.626562808681172	6	9	SP8	DR243_rarefy_7reads
6	0.005692093105077562	0.0	13.379470423339939	6	13	SP7	DR243_rarefy_7reads
7	0.0003812420970640817	0.0	84.87791741472172	185	9	SP21	DR77_rarefy_7reads
8	0.001172615236140892	0.0	51.02077455757886	112	12	SP16	DR77_rarefy_7reads
9	0.0008084262637020035	0.0	70.43347297027726	21	21	SP25	DR77_rarefy_7reads
10	0.0015440476012368053	0.0	45.646161335649396	15	34	SP1	DR19_rarefy_7reads
11	0.0009321798437258756	0.0	31.84195080933361	17	46	SP15	DR19_rarefy_7reads
12	0.0008445691189334298	0.0	89.625	230	0	SP3	DR255_rarefy_7reads
13	0.0018776233727812374	0.0	23.75833333333333	25	4	SP1	DR255_rarefy_7reads
14	0.013048855544195052	0.0	47.926708727655104	18	2	SP6	DR53_rarefy_7reads
15	0.010195384805317568	0.0	37.343375394321775	106	3	SP5	DR53_rarefy_7reads
16	0.005076923076923077	0.0	63.911717495987155	216	4	SP9	DR233_rarefy_7reads
17	8.157896860352041e-05	0.0	37.729899314168975	98	7	SP23	DR233_rarefy_7reads
18	0.0012130420695914991	0.0	98.3597026305757	168	15	SP58	DR11_rarefy_7reads
19	6.489872649885011e-05	0.0	89.95970263057569	175	18	SP54	DR11_rarefy_7reads
20	4.97225591707553e-07	0.0	95.95970263057569	210	19	SP48	DR11_rarefy_7reads
21	9.948363356811589e-07	0.0	86.8597026305757	195	20	SP73	DR11_rarefy_7reads
22	0.0011196908836828738	0.0	55.723338994212064	85	23	SP65	DR11_rarefy_7reads
23	0.005259244332682986	0.0	25.359702630575686	7	45	SP38	DR11_rarefy_7reads
24	0.0011776111654458802	0.0	29.185789587097418	26	47	SP64	DR11_rarefy_7reads
25	0.0002179118262361696	0.0	32.1256600773842	14	67	SP29	DR11_rarefy_7reads
26	0.001106016246963474	0.0	39.047199769053115	70	12	SP35	DR5_rarefy_7reads
27	0.005578741012141057	0.0	19.29815551537069	10	14	SP4	DR239_rarefy_7reads
28	4.920111127626512e-05	0.0	23.781337333552518	6	17	SP6	DR239_rarefy_7reads
29	0.005226315623101158	0.0	56.4690674053555	160	23	SP29	DR59_rarefy_7reads
30	0.005226315623101158	0.0	56.4690674053555	160	25	SP26	DR59_rarefy_7reads
31	0.0009307137411002065	0.0	56.88573407202215	160	30	SP1	DR59_rarefy_7reads
32	0.0059200462241744	0.0	57.302400738688824	78	33	SP49	DR59_rarefy_7reads
33	0.0028850567306034822	0.0	80.80240073868882	79	34	SP11	DR59_rarefy_7reads
34	0.0031896543701288816	0.0	30.929718875502004	20	7	SP11	DR37_rarefy_7reads
35	0.01115297590219843	0.0	13.519462465245596	17	13	SP8	DR37_rarefy_7reads
36	0.0077696298464341685	0.0	27.56513554216868	18	15	SP12	DR37_rarefy_7reads
37	0.01220401843480242	0.0	23.371385542168678	8	18	SP25	DR37_rarefy_7reads
38	0.00019606813213475144	0.0	22.973744032734714	4	22	SP14	DR37_rarefy_7reads
39	0.00035652243590286167	0.0	24.71919255971254	3	23	SP6	DR37_rarefy_7reads
40	0.007285530027509151	0.0	21.88948899044453	4	25	SP13	DR37_rarefy_7reads
41	0.0006620758706430037	0.0	93.46685082872929	223	1	SP9	DR13_rarefy_7reads
42	0.013421877315942151	0.0	82.96685082872928	202	4	SP33	DR13_rarefy_7reads
43	1.7278768016781028e-05	0.0	93.30018416206262	223	5	SP47	DR13_rarefy_7reads
44	2.544844933115427e-07	0.0	95.46685082872929	225	7	SP48	DR13_rarefy_7reads
45	0.00018152925122108583	0.0	86.21685082872929	202	9	SP8	DR13_rarefy_7reads
46	7.63420619203115e-10	0.0	94.96685082872929	221	10	SP32	DR13_rarefy_7reads
47	1.3694012340341562e-10	0.0	95.13351749539595	225	11	SP25	DR13_rarefy_7reads
48	4.6150553414532115e-06	0.0	86.96685082872929	171	12	SP40	DR13_rarefy_7reads
49	3.2269670593936e-12	0.0	95.82399368587214	225	13	SP41	DR13_rarefy_7reads
50	7.434617879399101e-13	0.0	93.96685082872929	221	14	SP30	DR13_rarefy_7reads
51	0.013522573455128244	0.0	17.579739816592024	56	1	SP3	DR137_rarefy_7reads
52	0.0003042620670635563	0.0	71.1981351981352	219	46	SP41	DR263_rarefy_7reads
53	3.624878970511112e-05	0.0	70.1981351981352	218	60	SP68	DR263_rarefy_7reads
54	0.0031245566289613193	0.0	92.25344352617078	210	1	SP0	DR259_rarefy_7reads
55	1.4433647419873807e-05	0.0	87.58677685950413	210	4	SP4	DR259_rarefy_7reads
56	0.0076530444554128016	0.0	30.881233595800524	28	1	SP17	DR1_rarefy_7reads
