,sum,max,am0001,am0002,am0003,am0004,am0005,am0006,am0007,am0008,am0009,am0010,am0011,am0012,am0013,am0014,am0015,am0016,am0017,am0018,am0019,am0020,am0021,am0022,am0023,am0024,am0025,am0026,am0027,am0028,am0029,am0030,am0031,am0039,am0051,am0052,am0053,am0054,am0055,am0056,am0057,am0058,am0059,am0060,am0061,am0062,am0063,am0064,am0065,am0066,am0067,am0068,am0069,am0070,am0071,am0072,am0073,am0074,am0075,am0076,am0077,am0078,am0079,am0080,am0081,am0082,am0083,am0084,am0085,am0086,am0087,am0088,am0089,am0090,am0091,am0092,am0093,am0094,am0095,am0096,am0097,am0098,am0099,am0100,am0101,am0102,am0103,am0104,am0105,am0106,am0107,am0108,am0109,am0110,am0111,am0112,am0113,am0114,am0115,am0116,am0117,am0118,am0119,am0120,am0121,am0122,am0123,am0124,am0125,am0126,am0127,am0128,am0129,am0130,am0131,am0132,am0134,am0135,am0136,am0137,am0138,am0139,am0140,am0141,am0142,am0143,am0146,am0147,am0148,am0149,am0150,am0151,am0152,am0153,am0155,am0156,am0157,am0158,am0159,am0160,am0161,am0162,am0163,am0164,am0165,am0166,am0167,am0168,am0169,am0171,am0172,am0173,am0174,am0175,am0176,am0177,am0178,am0179,am0180,am0181,am0182,am0183,am0184,am0185,am0186,am0187,am0188,am0189,am0190,am0192,am0194,am0195,am0196,am0197,am0198,am0199,am0200,am0201,am0202,am0203,am0204,am0205,am0206,am0207,am0208,am0209,am0210,am0211,am0212,am0213,am0214,am0215,am0216,am0217,am0218,am0219,am0220,am0221,am0222,am0223,am0224,am0225,am0226,am0227,am0228,am0229,am0230,am0231
DR232_SP29_cov169_1052901,185.5,13,0,3,0,0,0,0,1,3,4,1,1,3,2,1,0,1,5,5,0,5,9,5,0,1,2,2,6,4,2,1,0,0,4,0,2,0,0,5,0,0,1,2,2,0,2,4,7,0,1,2,0,3,1,0,4,0,1,2,1,1,0,1,3,1,1,0,0,2,0,0,1,0,2,1,1,1,3,4,2,0,0,0,0,1,0,2,1,2,0,2,0,4,0,2,0,3,1,2,1,3,3,2,2,1,2,0,2,0,1,2,1,1,2,1,1,1,0,1,1,1,0,0,1,5,1,3,1,3,3,1,0,0,1,1,2,1,1,0,3,7,3,1,1,1,0,0,1,2,13,1,4,1,0,0,2,0,1,4,1,1,4,0,1,2,1,1,2,0,0,4,3,3,4,4,1,6,3,6,2,10,2,3,2,2,1,2,2,0,1,1,0,5,5,1,11,2,0,3,2,2,6,0,2,1,1,2
DR232_SP3_cov102_1046046,230.5,14,2,8,2,1,1,0,1,3,0,5,1,0,0,3,0,3,0,3,0,9,7,7,5,1,1,0,6,0,0,2,0,4,4,0,1,0,3,9,4,3,1,0,5,3,5,5,12,2,1,1,4,1,1,2,2,0,1,7,0,0,2,2,1,0,0,3,0,0,0,0,5,1,3,0,0,1,1,1,1,2,2,0,1,2,1,1,0,1,0,4,1,0,2,0,4,0,6,4,2,4,0,1,2,0,7,2,2,0,0,3,1,1,3,1,3,0,4,0,0,1,0,1,1,6,5,2,6,1,6,0,0,1,1,7,3,0,0,0,9,3,4,7,4,0,0,0,3,4,14,0,1,5,0,3,3,2,6,2,2,2,2,2,1,3,0,3,1,2,0,1,3,2,7,0,0,4,0,8,0,3,3,3,2,1,0,4,6,1,0,1,2,1,4,3,3,2,1,1,4,8,5,0,3,0,2,4
DR232_SP30_cov11_1053274,24,4,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,1,1,1,0,1,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,4,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
DR232_SP31_cov264_1053324,301.5,14,4,2,4,9,0,1,4,9,1,7,0,2,0,5,2,5,0,9,0,2,12,5,2,0,2,4,5,2,6,8,1,1,3,0,4,2,1,8,4,7,2,4,7,1,4,8,14,3,5,2,5,2,0,0,4,2,4,5,0,0,4,2,8,1,2,2,2,0,1,0,4,0,1,6,0,0,1,2,1,1,3,0,0,1,0,3,0,3,0,1,1,3,1,6,8,4,2,1,1,3,3,2,2,2,1,2,2,1,3,1,4,4,1,0,2,0,2,0,1,0,0,0,0,5,9,4,5,1,7,1,1,3,0,1,1,2,0,1,6,7,4,3,0,1,0,1,1,4,11,4,6,1,0,4,2,6,3,9,2,2,2,4,4,2,0,8,4,1,1,2,3,4,10,10,4,3,1,5,3,5,4,5,2,2,6,4,2,0,1,3,2,1,10,4,10,2,0,7,0,4,2,0,6,1,1,3
DR232_SP32_cov2_1053929,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR232_SP33_cov1_1053933,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR232_SP34_cov2_1053936,241,13,4,2,4,6,0,1,4,6,0,6,0,1,0,4,2,5,0,9,0,2,9,4,1,0,2,2,4,2,5,7,1,1,3,0,3,1,1,4,3,6,2,4,4,1,4,7,13,3,3,2,2,2,0,0,4,1,3,3,0,0,4,2,7,0,2,2,2,0,1,0,2,0,1,4,0,0,0,2,0,1,3,0,0,1,0,2,0,3,0,1,1,2,1,5,8,4,2,1,1,2,3,1,2,0,1,1,1,0,3,1,3,4,1,0,2,0,2,0,1,0,0,0,0,5,7,4,3,1,6,1,1,2,0,1,1,1,0,1,6,6,4,3,0,1,0,1,1,3,6,4,4,1,0,1,2,6,3,6,2,2,1,3,3,2,0,6,3,0,1,2,2,2,7,8,2,1,1,2,3,4,3,4,2,2,6,4,2,0,1,2,2,0,7,4,8,1,0,4,0,4,2,0,5,0,1,3
DR232_SP35_cov2_1054420,89,5,1,0,2,1,0,1,3,0,0,2,0,1,1,1,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,1,1,2,0,1,0,0,1,0,2,0,0,3,1,1,1,4,0,0,1,0,2,1,0,3,0,3,0,0,0,0,3,2,0,0,0,0,0,1,0,3,0,0,0,0,1,1,1,0,1,0,0,0,2,0,0,2,2,1,0,1,2,0,1,3,1,0,2,1,0,1,0,2,0,0,0,4,1,0,1,0,1,1,2,2,4,1,0,1,0,0,1,0,3,3,0,2,2,1,3,0,0,0,1,1,1,0,0,0,2,1,0,0,0,0,0,1,3,3,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,3,2,1,1,0,1,1,5,1,0,1,0,2,2,5,0,2,1,1,0,1,2,3,1,0,0,2,2,1,0,1,0,0,0
DR232_SP36_cov1_1054600,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR232_SP37_cov342_1054603,352.5,24,1,6,2,1,4,0,3,3,0,5,2,2,3,4,2,2,3,3,0,9,11,5,4,2,4,4,1,2,4,9,5,3,5,0,2,2,3,9,6,2,2,3,4,4,13,11,11,2,4,4,2,4,1,7,8,2,3,8,1,0,1,1,8,3,1,0,2,0,0,0,3,0,0,1,2,3,3,4,0,4,0,0,1,4,3,2,2,5,1,3,3,4,3,5,2,1,7,2,3,2,2,3,1,0,6,5,6,1,1,7,1,1,0,5,3,3,8,0,3,3,2,1,3,11,5,2,8,1,2,0,2,0,0,1,7,4,0,2,4,7,5,1,6,0,0,0,5,6,24,2,3,4,0,0,5,2,7,5,3,5,3,2,2,5,1,2,2,0,2,8,3,2,4,5,5,5,5,6,3,6,5,8,5,2,7,3,6,0,4,3,5,2,7,4,7,2,0,4,3,5,4,1,5,2,6,9
DR232_SP38_cov80_1055310,71.5,7,3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,7,4,6,0,1,1,2,3,0,0,0,0,0,0,2,0,2,0,1,0,1,0,4,0,0,4,3,0,0,0,0,0,2,0,2,0,3,2,0,1,0,0,0,0,2,0,2,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,1,1,2,3,0,2,0,1,2,0,0,0,4,0,0,0,0,0,5,0,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0,1,0,1,2,2,2,0,0,3,0,0,0,0,1,2,2,1,1,0,0,0,3,2,1,2,0,0,0
DR232_SP39_cov1_1055455,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR232_SP4_cov2_1046509,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR232_SP40_cov64_1055458,61.5,6,4,1,0,0,2,0,0,0,0,3,0,1,0,0,1,1,0,4,0,1,6,1,4,0,1,0,3,2,0,1,0,2,0,0,0,0,2,0,1,0,2,0,5,0,0,3,3,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,4,0,0,0,0,1,0,3,0,0,0,0,1,0,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,1,0,0,0,2,0,0,0,0,0,2,0,1,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,3,0,0,0,0,3,2,0,0,0,1,0,0,3,0,0,0,0,1,1,0,2,0,0,0,0,4,2,1,1,0,0,0
DR232_SP41_cov1_1055583,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR232_SP42_cov60_1055587,64.5,6,1,1,0,1,0,0,1,0,0,3,0,0,3,0,1,2,0,2,0,2,6,2,1,0,1,0,3,2,0,2,0,2,1,0,0,0,0,0,0,1,2,0,3,0,0,4,2,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,2,0,0,0,1,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,2,0,0,1,2,1,0,0,3,0,0,0,0,0,0,2,0,0,0,0,1,1,2,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,0,0,0,0,2,4,0,0,0,0,2,0,0,0,1,0,0,0,1,0,6,1,0,0,0,3,2,0,2,0,1,2
DR232_SP43_cov25_1055718,23.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,1,4,1,0,0,2,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
DR232_SP44_cov1_1055767,16.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,2,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
DR232_SP45_cov1_1055802,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR232_SP46_cov1_1055806,32.5,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2,4,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,1,0,0,2,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,4,0,0,0,1,1,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,1,1,0,0,2,0,0,0,0,0,1,0,0,0,1,0,2,1,0,0,0,1,1,0,0,1,0,0
DR232_SP47_cov1_1055873,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR232_SP48_cov120_1055876,199.5,10,2,3,0,1,1,3,1,4,0,0,1,2,3,2,4,0,4,0,0,2,8,1,1,0,2,2,1,2,3,5,2,1,3,0,3,0,1,10,0,8,1,0,2,1,7,0,7,0,0,1,1,5,0,0,3,1,0,2,0,0,0,2,5,2,1,0,0,0,0,0,2,2,2,0,0,0,3,0,4,2,2,0,0,1,1,0,1,4,0,2,1,5,0,1,3,0,0,1,1,0,0,1,1,1,1,0,0,0,0,3,2,4,0,2,0,0,3,3,2,1,3,1,10,3,1,1,6,4,3,2,3,0,3,5,2,3,1,0,3,9,5,0,4,3,2,3,2,0,9,0,2,6,1,1,3,2,0,4,2,0,1,2,0,0,1,0,0,0,0,1,4,0,4,3,1,2,0,3,0,10,1,5,2,3,0,4,2,0,5,1,1,1,5,3,5,2,0,1,1,4,3,1,2,3,3,8
DR232_SP49_cov1_1056277,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR232_SP5_cov127_1046513,127.5,8,0,3,2,1,3,0,3,1,2,5,3,3,0,0,0,0,4,0,0,2,3,2,0,0,0,1,3,4,1,1,0,0,2,1,4,0,0,2,2,3,0,3,1,0,4,6,3,0,0,0,6,0,1,0,2,0,1,3,0,0,0,0,5,0,1,1,3,1,1,0,2,2,0,1,0,0,0,1,1,1,0,2,0,2,0,0,1,2,1,0,0,0,1,1,0,0,0,1,2,0,0,0,0,3,0,1,0,0,0,3,1,0,1,0,0,0,3,0,1,0,1,0,2,2,2,2,5,0,4,1,1,0,1,0,3,2,0,0,1,8,2,0,0,0,0,2,2,1,3,2,2,2,0,0,1,0,1,2,2,3,0,0,0,0,0,1,1,1,0,1,0,0,3,4,0,1,0,1,0,5,1,4,0,1,1,1,1,1,0,1,2,1,6,2,0,0,0,3,1,1,1,0,2,3,3,4
DR232_SP50_cov390_1056280,376.5,24,5,4,4,5,0,0,4,2,5,4,0,1,2,4,5,9,1,13,0,6,13,5,3,0,4,5,7,1,6,8,2,4,5,1,4,3,2,11,2,7,1,8,4,3,4,9,14,3,3,4,6,1,2,0,7,1,3,9,0,1,5,2,13,0,3,2,4,1,1,0,1,0,2,4,2,3,1,6,0,1,4,0,6,3,1,3,0,4,0,1,1,3,2,6,6,3,3,5,4,6,2,0,6,1,3,4,7,3,3,2,4,8,3,0,3,1,3,1,1,0,3,1,2,10,6,8,4,1,8,2,0,4,2,3,4,3,0,4,3,5,4,3,4,1,0,0,4,9,24,4,7,3,0,1,5,7,5,12,1,8,3,2,1,3,1,7,1,0,2,2,1,4,6,9,1,2,0,4,5,9,4,6,4,3,9,3,1,0,3,5,5,1,8,8,15,1,1,4,0,3,4,0,3,1,2,4
DR232_SP51_cov5_1057035,13.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR232_SP52_cov1_1057064,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DR232_SP53_cov2_1057067,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR232_SP54_cov1_1057071,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR232_SP55_cov1_1057074,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
