	pvalue	qvalue	Weighted time diff	firstpresence	neworder	SP_y	DR
0	0.0029784708358063998	0.0	93.7016317016317	212	0	SP4	DR100_rarefy_15reads
1	0.00030512571575756374	0.0	102.20016273393006	231	7	SP17	DR25_rarefy_15reads
2	0.0008995719735538222	0.0	58.200162733930036	143	16	SP28	DR25_rarefy_15reads
3	0.00027866928421695823	0.0	94.46685082872929	226	7	SP47	DR13_rarefy_15reads
4	0.0006620758706430037	0.0	91.96685082872929	223	8	SP45	DR13_rarefy_15reads
5	1.445217759638116e-09	0.0	96.76685082872929	226	12	SP40	DR13_rarefy_15reads
6	2.373130027104193e-11	0.0	95.25256511444357	221	14	SP48	DR13_rarefy_15reads
7	3.3971122874105576e-08	0.0	91.59185082872929	202	15	SP8	DR13_rarefy_15reads
8	2.3471858000608534e-14	0.0	93.52240638428482	221	16	SP30	DR13_rarefy_15reads
9	5.1621244885898265e-18	0.0	95.87594173782018	223	17	SP32	DR13_rarefy_15reads
10	3.1172249075846387e-12	0.0	92.96685082872929	201	18	SP33	DR13_rarefy_15reads
11	1.460490904383201e-19	0.0	93.55018416206262	223	19	SP41	DR13_rarefy_15reads
12	2.7319317675795224e-20	0.0	95.30018416206262	225	20	SP25	DR13_rarefy_15reads
13	1.0550111858625118e-08	0.0	81.32399368587214	171	21	SP9	DR13_rarefy_15reads
14	0.0033704841862618588	0.0	24.12861747600029	63	6	SP7	DR19_rarefy_15reads
15	0.001548003837544208	0.0	42.65160598174739	23	20	SP51	DR19_rarefy_15reads
16	0.0018477460081173798	0.0	13.84073868812149	9	32	SP45	DR19_rarefy_15reads
17	0.004455919165765821	0.0	24.097085944468745	2	39	SP31	DR19_rarefy_15reads
18	0.0021433036632317907	0.0	26.601950809333616	13	50	SP1	DR19_rarefy_15reads
19	3.5694693592258755e-05	0.0	29.678617476000284	2	52	SP15	DR19_rarefy_15reads
20	0.011070475437382623	0.0	78.44352159468437	207	1	SP12	DR28_rarefy_15reads
21	9.459219424578634e-06	0.0	48.443521594684384	160	6	SP5	DR28_rarefy_15reads
22	0.015716667900164936	0.0	14.352612503775289	114	7	SP9	DR28_rarefy_15reads
23	0.001322587294786667	0.0	23.289675440838227	73	8	SP6	DR28_rarefy_15reads
24	0.0016516484727354458	0.0	43.48518826135104	73	10	SP8	DR28_rarefy_15reads
25	0.0015592861436025947	0.0	74.94871794871794	199	25	SP3	DR22_rarefy_15reads
26	1.669336239008733e-11	0.0	93.08760683760686	226	39	SP22	DR22_rarefy_15reads
27	0.010055748263999973	0.0	88.9064687930106	201	4	SP54	DR250_rarefy_15reads
28	0.0014308192568214335	0.0	95.57313545967723	192	8	SP56	DR250_rarefy_15reads
29	0.0002074880328879297	0.0	91.9064687930106	187	10	SP60	DR250_rarefy_15reads
30	0.0002074880328879297	0.0	94.9064687930106	187	11	SP48	DR250_rarefy_15reads
31	4.1615266767704185e-06	0.0	78.9064687930106	187	12	SP55	DR250_rarefy_15reads
32	5.895692515718061e-07	0.0	94.04932593586771	187	13	SP53	DR250_rarefy_15reads
33	5.895692515718061e-07	0.0	95.76361165015345	187	14	SP51	DR250_rarefy_15reads
34	8.354462131870358e-08	0.0	99.4064687930106	187	15	SP74	DR250_rarefy_15reads
35	5.002677832304872e-07	0.0	80.68424657078836	10	17	SP47	DR250_rarefy_15reads
36	8.600910058766001e-14	0.0	102.50646879301058	192	31	SP65	DR250_rarefy_15reads
37	0.005155131322864247	0.0	26.15646879301059	11	34	SP41	DR250_rarefy_15reads
38	0.0002248976681617457	0.0	29.801205635115853	6	49	SP26	DR250_rarefy_15reads
39	5.0580562345712455e-08	0.0	48.13723802377982	28	64	SP13	DR250_rarefy_15reads
40	0.007878488695672854	0.0	71.25485232067511	198	2	SP8	DR7_rarefy_15reads
41	0.007318566793381798	0.0	39.67151898734177	22	8	SP9	DR7_rarefy_15reads
42	0.002457948351384852	0.0	34.521518987341764	129	9	SP1	DR7_rarefy_15reads
43	0.002735356957768905	0.0	10.915188046139306	2	12	SP26	DR10_rarefy_15reads
44	0.0010360275532882307	0.0	14.62910640036624	2	17	SP23	DR10_rarefy_15reads
