	pvalue	qvalue	Weighted time diff	firstpresence	neworder	SP_y	DR
0	0.00167032234267795	0.0	53.052513966480454	172	3	SP2	DR30_rarefy_10reads
1	0.0078752155575613	0.0	19.33184203129392	7	1	SP7	DR45_rarefy_10reads
2	0.00013636077012914297	0.0	23.53777151847342	11	3	SP6	DR45_rarefy_10reads
3	0.005076923076923077	0.0	63.911717495987155	216	2	SP6	DR233_rarefy_10reads
4	0.005076923076923077	0.0	63.911717495987155	216	3	SP9	DR233_rarefy_10reads
5	0.0013321736916836642	0.0	32.42399999999999	22	6	SP4	DR112_rarefy_10reads
6	0.0359452011306598	0.0	16.93123689727463	119	0	SP7	DR48_rarefy_10reads
7	0.00032288489646058665	0.0	40.57770154373928	148	4	SP4	DR48_rarefy_10reads
8	0.0010365345070322595	0.0	39.85042881646656	143	5	SP5	DR48_rarefy_10reads
9	0.009517918433747077	0.0	25.40986937590712	119	6	SP0	DR48_rarefy_10reads
10	0.0013072791883111938	0.0	15.565135542168678	10	13	SP12	DR37_rarefy_10reads
11	2.0728982747939987e-05	0.0	29.531450477233605	4	24	SP6	DR37_rarefy_10reads
12	0.0012583939721167179	0.0	18.315897737290626	6	26	SP7	DR37_rarefy_10reads
13	0.00012285802613161377	0.0	75.78305084745763	205	19	SP55	DR42_rarefy_10reads
14	0.0010643883339301863	0.0	55.94971751412429	137	66	SP35	DR42_rarefy_10reads
15	6.555082160532713e-05	0.0	50.083050847457635	56	94	SP57	DR42_rarefy_10reads
16	0.01744708949022521	0.0	11.627559808612432	99	0	SP2	DR284_rarefy_10reads
17	0.0037865128020194735	0.0	88.03846153846153	218	1	SP3	DR164_rarefy_10reads
18	0.0004394619490273717	0.0	62.39866399465599	23	12	SP0	DR230_rarefy_10reads
19	0.0008679870591020278	0.0	77.71681415929206	219	3	SP3	DR80_rarefy_10reads
20	0.003840446888365192	0.0	77.63636363636364	216	5	SP10	DR274_rarefy_10reads
21	0.004635796352365512	0.0	21.38267148014441	6	7	SP7	DR242_rarefy_10reads
22	0.00991157895099385	0.0	11.482671480144406	26	9	SP1	DR242_rarefy_10reads
23	0.004193282925514954	0.0	24.669256845998067	14	14	SP22	DR242_rarefy_10reads
24	0.006794251025553214	0.0	21.22569473595836	10	15	SP28	DR242_rarefy_10reads
25	0.01011896759011508	0.0	27.76310626275311	8	16	SP21	DR242_rarefy_10reads
26	0.002615170328218719	0.0	22.067454088840066	2	17	SP13	DR242_rarefy_10reads
27	0.00515721608273545	0.0	19.21110285269343	5	18	SP27	DR242_rarefy_10reads
28	0.014509175396376112	0.0	18.514489661962585	2	21	SP15	DR242_rarefy_10reads
29	0.0007129044411888607	0.0	27.50767148014441	5	22	SP31	DR242_rarefy_10reads
30	0.009264970926480796	0.0	14.584284383370216	13	25	SP26	DR242_rarefy_10reads
31	0.009497350958799557	0.0	14.318717991772315	5	27	SP25	DR242_rarefy_10reads
32	0.0003832262450225043	0.0	21.98150868944674	5	28	SP19	DR242_rarefy_10reads
33	0.000397429298470279	0.0	82.44934598615029	75	14	SP21	DR77_rarefy_10reads
34	0.00039122728054156753	0.0	33.57511312217196	28	3	SP8	DR87_rarefy_10reads
35	8.354209932727189e-05	0.0	105.8095238095238	231	31	SP85	DR33_rarefy_10reads
36	0.0004920166750688738	0.0	73.30952380952381	110	101	SP114	DR33_rarefy_10reads
37	3.5377602878660737e-06	0.0	59.03174603174603	120	117	SP22	DR33_rarefy_10reads
38	0.000802481511004509	0.0	8.222567287784685	8	122	SP5	DR33_rarefy_10reads
39	6.102124075628787e-05	0.0	97.1756373937677	228	11	SP15	DR39_rarefy_10reads
40	0.022762951334379902	0.0	64.5618556701031	208	2	SP10	DR86_rarefy_10reads
41	0.022762951334379902	0.0	64.5618556701031	208	3	SP12	DR86_rarefy_10reads
42	0.03164500474145144	0.0	45.5618556701031	187	5	SP19	DR86_rarefy_10reads
43	0.02108607692364037	0.0	42.5618556701031	184	7	SP22	DR86_rarefy_10reads
44	0.0014712545531979904	0.0	61.8118556701031	201	8	SP3	DR86_rarefy_10reads
45	0.02108607692364037	0.0	58.8118556701031	184	9	SP5	DR86_rarefy_10reads
46	0.0003031227973925508	0.0	61.5618556701031	201	10	SP1	DR86_rarefy_10reads
47	0.001429985637316709	0.0	45.5618556701031	187	13	SP8	DR86_rarefy_10reads
48	0.00033008994633629214	0.0	18.04688538932633	6	12	SP10	DR243_rarefy_10reads
49	0.0003775655397401424	0.0	18.07948717948717	82	19	SP7	DR82_rarefy_10reads
50	2.909960082515948e-05	0.0	34.34615384615384	79	20	SP1	DR82_rarefy_10reads
51	0.0013373331838062127	0.0	82.72442588726514	217	3	SP9	DR43_rarefy_10reads
52	0.008377484834149867	0.0	25.56653115042303	30	9	SP6	DR43_rarefy_10reads
53	1.3990567698046444e-05	0.0	53.43871160155086	117	11	SP5	DR43_rarefy_10reads
54	0.0005572233165506333	0.0	42.07225197422167	30	12	SP8	DR43_rarefy_10reads
55	0.0004332634262541738	0.0	67.4943661971831	176	28	SP22	DR88_rarefy_10reads
56	0.0011459393145349744	0.0	25.180080482897377	29	43	SP56	DR88_rarefy_10reads
57	0.0029662365241637715	0.0	29.03722334004024	159	44	SP27	DR88_rarefy_10reads
58	0.008418196551492596	0.0	18.902439024390247	160	4	SP2	DR286_rarefy_10reads
59	0.0013355357806597839	0.0	31.06200466200467	69	24	SP19	DR78_rarefy_10reads
60	0.0015905476028175414	0.0	90.01863354037269	230	0	SP0	DR72_rarefy_10reads
61	0.0008980849658815762	0.0	92.47126436781609	215	19	SP21	DR85_rarefy_10reads
62	0.0013721935048971452	0.0	34.72126436781609	143	24	SP29	DR85_rarefy_10reads
63	0.0011473649170417304	0.0	71.34436885865456	188	7	SP8	DR235_rarefy_10reads
64	3.885693055641526e-06	0.0	90.288679245283	211	43	SP35	DR240_rarefy_10reads
65	0.0004989539288821176	0.0	64.1981351981352	208	54	SP71	DR263_rarefy_10reads
66	2.1783196487229205e-05	0.0	71.1981351981352	219	61	SP30	DR263_rarefy_10reads
67	0.0016800028815970132	0.0	45.91562082168471	53	8	SP38	DR5_rarefy_10reads
68	1.433827149004852e-05	0.0	43.158409355590045	11	62	SP62	DR18_rarefy_10reads
69	0.0015569440501304811	0.0	59.54992548435172	137	5	SP7	DR264_rarefy_10reads
70	0.003882915173237754	0.0	111.53953488372092	227	0	SP3	DR24_rarefy_10reads
71	0.003882915173237754	0.0	111.53953488372092	227	1	SP4	DR24_rarefy_10reads
72	0.003882915173237754	0.0	111.53953488372092	227	2	SP5	DR24_rarefy_10reads
73	0.00010545630744568051	0.0	41.640257639651104	96	10	SP28	DR2_rarefy_10reads
74	0.002612455094667073	0.0	15.711686211079664	2	23	SP34	DR2_rarefy_10reads
75	0.0018444726294836575	0.0	22.252345551739	2	38	SP16	DR2_rarefy_10reads
76	0.0006433179419971357	0.0	22.283114782508235	7	39	SP8	DR2_rarefy_10reads
77	0.0005693532652538384	0.0	20.41131991071336	4	43	SP2	DR2_rarefy_10reads
78	0.017781794657993243	0.0	28.291666666666657	136	1	SP1	DR255_rarefy_10reads
79	0.003081060046865765	0.0	22.467105263157894	131	3	SP2	DR255_rarefy_10reads
80	5.451852116282969e-06	0.0	62.85739374780471	177	8	SP10	DR27_rarefy_10reads
81	0.005408619262143821	0.0	25.520122484689413	11	2	SP7	DR1_rarefy_10reads
82	0.0034278046446577924	0.0	22.93123359580052	8	3	SP13	DR1_rarefy_10reads
83	1.5100955052489246e-05	0.0	39.85742407199101	11	4	SP6	DR1_rarefy_10reads
84	0.003950298838924703	0.0	16.044498901922978	2	6	SP14	DR1_rarefy_10reads
85	0.0006172260729040865	0.0	28.131233595800524	4	9	SP0	DR1_rarefy_10reads
86	3.372612039155184e-05	0.0	27.16936918902086	2	10	SP5	DR1_rarefy_10reads
87	0.01266774298364154	0.0	9.384983932223193	3	1	SP5	DR229_rarefy_10reads
88	0.01770017328443776	0.0	10.712067265556527	2	2	SP7	DR229_rarefy_10reads
89	0.0035757279490534173	0.0	37.97880116959064	94	1	SP4	DR108_rarefy_10reads
90	0.0025810150444133587	0.0	43.012489307100104	161	9	SP10	DR20_rarefy_10reads
91	0.0011234817921365557	0.0	27.42320359281437	3	43	SP11	DR20_rarefy_10reads
92	0.0002748883743393563	0.0	53.76879182810849	26	46	SP14	DR20_rarefy_10reads
93	1.4636237019140627e-05	0.0	60.35702712222614	25	47	SP28	DR20_rarefy_10reads
94	0.01025891101535372	0.0	90.8597026305757	190	8	SP14	DR11_rarefy_10reads
95	0.01025891101535372	0.0	76.85970263057568	190	10	SP66	DR11_rarefy_10reads
96	0.009353341282126372	0.0	85.85970263057568	197	11	SP79	DR11_rarefy_10reads
97	0.00790310781538347	0.0	86.8597026305757	199	12	SP44	DR11_rarefy_10reads
98	0.003061136549017341	0.0	59.359702630575676	175	14	SP41	DR11_rarefy_10reads
99	0.003061136549017341	0.0	81.69303596390904	175	16	SP48	DR11_rarefy_10reads
100	1.2562290990437232e-05	0.0	108.02636929724234	221	18	SP57	DR11_rarefy_10reads
101	0.0007892996426378674	0.0	84.69303596390904	198	19	SP60	DR11_rarefy_10reads
102	1.0795570960669797e-05	0.0	76.75970263057569	190	22	SP2	DR11_rarefy_10reads
103	0.0063602745766407716	0.0	44.95970263057568	63	23	SP53	DR11_rarefy_10reads
104	6.489872649885011e-05	0.0	84.35970263057568	175	24	SP54	DR11_rarefy_10reads
105	9.465427360647216e-06	0.0	78.69303596390904	175	25	SP73	DR11_rarefy_10reads
106	7.994327660598628e-06	0.0	75.35970263057568	168	26	SP58	DR11_rarefy_10reads
107	0.0076484595217083855	0.0	20.950611721484773	6	31	SP39	DR11_rarefy_10reads
108	0.004698868415084946	0.0	31.677884448757496	26	33	SP25	DR11_rarefy_10reads
109	0.007708470717986259	0.0	28.490137413184385	15	34	SP10	DR11_rarefy_10reads
110	0.011775131593213528	0.0	11.459702630575675	2	59	SP9	DR11_rarefy_10reads
111	0.00015211115209507676	0.0	31.54152081239387	7	65	SP27	DR11_rarefy_10reads
112	0.007074468550298236	0.0	15.604985649443606	3	70	SP30	DR11_rarefy_10reads
113	0.01134453781512605	0.0	37.21739130434783	166	2	SP0	DR64_rarefy_10reads
114	0.0002074880328879297	0.0	79.9064687930106	187	8	SP55	DR250_rarefy_10reads
115	0.00020103463263596954	0.0	101.9064687930106	192	9	SP56	DR250_rarefy_10reads
116	0.00019612488794497007	0.0	106.9064687930106	201	10	SP74	DR250_rarefy_10reads
117	2.8252635116541637e-05	0.0	100.10646879301058	192	11	SP47	DR250_rarefy_10reads
118	2.938137297369159e-05	0.0	91.3064687930106	187	12	SP48	DR250_rarefy_10reads
119	2.938137297369159e-05	0.0	96.9064687930106	187	13	SP53	DR250_rarefy_10reads
120	2.938137297369159e-05	0.0	100.9064687930106	187	14	SP51	DR250_rarefy_10reads
121	4.1615266767704185e-06	0.0	88.9064687930106	187	15	SP60	DR250_rarefy_10reads
122	1.5542767739370195e-09	0.0	94.10646879301058	192	30	SP65	DR250_rarefy_10reads
123	0.00026120695948211794	0.0	43.81555970210149	26	33	SP7	DR250_rarefy_10reads
124	0.0002481839412269237	0.0	44.004852320675106	22	7	SP10	DR7_rarefy_10reads
125	0.001300184611925865	0.0	36.17151898734177	56	9	SP3	DR7_rarefy_10reads
126	0.0047366914364771	0.0	14.466973532796313	8	11	SP1	DR7_rarefy_10reads
127	0.004803472369477623	0.0	28.620000000000005	159	4	SP3	DR261_rarefy_10reads
128	3.567186451752072e-05	0.0	54.058523329798525	109	20	SP25	DR17_rarefy_10reads
129	0.0009307137411002065	0.0	56.88573407202215	160	25	SP26	DR59_rarefy_10reads
130	0.0022700747264483103	0.0	28.105645904610142	16	7	SP8	DR26_rarefy_10reads
131	0.0008814179602136822	0.0	22.107542538085728	9	11	SP17	DR26_rarefy_10reads
132	0.0056354931930708	0.0	15.354311045723806	6	18	SP1	DR26_rarefy_10reads
133	0.0071771103721771125	0.0	23.57234597631948	139	1	SP3	DR254_rarefy_10reads
134	4.533335398923346e-05	0.0	75.1098696461825	206	18	SP19	DR14_rarefy_10reads
135	0.00020694692420061681	0.0	94.57615894039736	225	12	SP7	DR50_rarefy_10reads
136	1.3525942758210247e-05	0.0	94.57615894039736	225	16	SP52	DR50_rarefy_10reads
137	0.004378146793007474	0.0	52.94892473118279	202	1	SP1	DR253_rarefy_10reads
138	0.0032830659458512987	0.0	94.51643192488262	226	33	SP64	DR66_rarefy_10reads
139	2.1887106305675328e-05	0.0	96.51643192488262	228	48	SP39	DR66_rarefy_10reads
140	0.002754255090703689	0.0	87.84976525821597	202	52	SP74	DR66_rarefy_10reads
141	0.00010178269715576288	0.0	95.84976525821597	227	57	SP97	DR66_rarefy_10reads
142	1.2493697045522915e-05	0.0	94.51643192488262	226	70	SP65	DR66_rarefy_10reads
143	0.00010797316327893791	0.0	77.51643192488262	198	78	SP72	DR66_rarefy_10reads
144	0.00044596908062361873	0.0	65.23071763916835	177	80	SP26	DR66_rarefy_10reads
145	8.913706980128147e-10	0.0	95.8021462105969	227	81	SP85	DR66_rarefy_10reads
146	0.0009867453976422367	0.0	48.37357478202549	173	82	SP25	DR66_rarefy_10reads
147	0.00015314756294051922	0.0	77.14143192488262	177	83	SP77	DR66_rarefy_10reads
148	1.7278768016781028e-05	0.0	93.63351749539595	223	8	SP47	DR13_rarefy_10reads
149	8.231547439538813e-08	0.0	95.71685082872929	226	9	SP48	DR13_rarefy_10reads
150	1.2101087693733488e-08	0.0	92.96685082872929	223	11	SP33	DR13_rarefy_10reads
151	0.0029236117983140355	0.0	74.16685082872927	171	12	SP8	DR13_rarefy_10reads
152	2.373130027104193e-11	0.0	90.681136543015	221	13	SP9	DR13_rarefy_10reads
153	8.790483344542541e-12	0.0	94.96685082872929	223	14	SP41	DR13_rarefy_10reads
154	6.5613524370756276e-12	0.0	94.71685082872929	217	15	SP40	DR13_rarefy_10reads
155	2.401410236980293e-13	0.0	95.21685082872929	223	16	SP30	DR13_rarefy_10reads
156	2.3471858000608534e-14	0.0	93.85573971761816	221	17	SP32	DR13_rarefy_10reads
157	4.490719704235463e-17	0.0	94.86685082872928	225	18	SP25	DR13_rarefy_10reads
158	5.71540060674908e-06	0.0	35.6431623931624	39	58	SP83	DR22_rarefy_10reads
159	0.0012866711153094903	0.0	23.56713900134953	39	59	SP84	DR22_rarefy_10reads
160	0.001928820672711243	0.0	29.208227477037312	114	4	SP9	DR28_rarefy_10reads
161	0.0019297164021938003	0.0	40.068521594684384	76	6	SP8	DR28_rarefy_10reads
