	pvalue	qvalue	Weighted time diff	firstpresence	neworder	SP_y	DR
0	6.344652791448895e-05	0.0	26.37076671823965	5	15	SP21	DR242_rarefy_8reads
1	0.0011809948684798769	0.0	27.777115924588852	5	18	SP27	DR242_rarefy_8reads
2	0.0027541566947195013	0.0	22.264746951842522	8	22	SP23	DR242_rarefy_8reads
3	1.335810085695956e-05	0.0	26.63267148014441	2	23	SP24	DR242_rarefy_8reads
4	0.0026019079027221124	0.0	26.369959615737628	3	24	SP31	DR242_rarefy_8reads
5	2.4560423696692692e-05	0.0	26.750318538967942	3	27	SP26	DR242_rarefy_8reads
6	0.0037984413121164547	0.0	17.84319779593389	2	29	SP19	DR242_rarefy_8reads
7	0.0019053667831057481	0.0	85.34615384615384	199	4	SP19	DR82_rarefy_8reads
8	0.0005755757329409555	0.0	29.083556576093887	21	29	SP24	DR68_rarefy_8reads
9	0.0015132468579196461	0.0	20.441416107866477	21	40	SP8	DR68_rarefy_8reads
10	0.0018439390814642988	0.0	17.945095037632345	56	41	SP4	DR68_rarefy_8reads
11	4.2762339199548015e-05	0.0	39.429292929292934	172	3	SP0	DR52_rarefy_8reads
12	5.7490567950885696e-05	0.0	67.72677502138579	178	13	SP10	DR20_rarefy_8reads
13	0.003064343646709025	0.0	46.54820359281437	109	44	SP41	DR20_rarefy_8reads
14	3.004684185577733e-07	0.0	70.7718878033407	153	47	SP14	DR20_rarefy_8reads
15	0.00016165062217849308	0.0	34.69820359281438	64	49	SP3	DR20_rarefy_8reads
16	0.004011020176646949	0.0	79.35897435897436	208	7	SP7	DR146_rarefy_8reads
17	0.0033220427305888484	0.0	94.57615894039736	225	11	SP7	DR50_rarefy_8reads
18	0.0033220427305888484	0.0	94.57615894039736	225	12	SP51	DR50_rarefy_8reads
19	0.003549798010774121	0.0	60.29044465468308	163	23	SP3	DR50_rarefy_8reads
20	0.0076993311228052705	0.0	12.01831079583242	22	1	SP2	DR272_rarefy_8reads
21	0.00777117324957489	0.0	55.06533066132265	102	13	SP15	DR230_rarefy_8reads
22	1.1523774694194433e-05	0.0	85.19033066132266	109	14	SP21	DR230_rarefy_8reads
23	8.181553739586838e-05	0.0	37.76020408163265	69	9	SP1	DR248_rarefy_8reads
24	0.002216295470369333	0.0	51.63636363636364	159	6	SP4	DR274_rarefy_8reads
25	0.00840461540386181	0.0	88.6754507628294	172	12	SP30	DR8_rarefy_8reads
26	0.005472280162836545	0.0	74.17545076282941	56	22	SP49	DR8_rarefy_8reads
27	0.0011552829680912214	0.0	64.2754507628294	158	24	SP26	DR8_rarefy_8reads
28	0.0005979161269514966	0.0	67.2754507628294	171	25	SP33	DR8_rarefy_8reads
29	0.005222383429636539	0.0	62.07545076282941	128	26	SP35	DR8_rarefy_8reads
30	0.0009134123095122383	0.0	81.67545076282941	162	27	SP48	DR8_rarefy_8reads
31	0.003949818926113418	0.0	50.84211742949606	56	28	SP41	DR8_rarefy_8reads
32	0.0009092061918336046	0.0	61.0504507628294	69	29	SP14	DR8_rarefy_8reads
33	0.002588953149422628	0.0	38.6754507628294	94	32	SP51	DR8_rarefy_8reads
34	0.0008364331180796222	0.0	58.9254507628294	110	33	SP15	DR8_rarefy_8reads
35	0.0026908026923520164	0.0	44.74687933425796	21	41	SP39	DR8_rarefy_8reads
36	0.006013770089890624	0.0	57.893633540372676	101	7	SP1	DR72_rarefy_8reads
37	0.001433725138558925	0.0	56.518633540372676	158	8	SP4	DR72_rarefy_8reads
38	0.0011655690465945912	0.0	39.16863354037268	55	11	SP11	DR72_rarefy_8reads
39	0.0014656004931151282	0.0	100.9064687930106	187	4	SP53	DR250_rarefy_8reads
40	0.0014656004931151282	0.0	100.9064687930106	187	5	SP48	DR250_rarefy_8reads
41	0.00020103463263596954	0.0	86.9064687930106	192	9	SP47	DR250_rarefy_8reads
42	0.00019612488794497007	0.0	88.9064687930106	201	10	SP51	DR250_rarefy_8reads
43	2.938137297369159e-05	0.0	96.10646879301058	187	13	SP60	DR250_rarefy_8reads
44	2.938137297369159e-05	0.0	84.10646879301058	187	16	SP55	DR250_rarefy_8reads
45	1.1046651996861086e-08	0.0	100.9064687930106	192	29	SP65	DR250_rarefy_8reads
46	0.006260809811128684	0.0	30.97789736443916	31	53	SP11	DR250_rarefy_8reads
47	0.0031692271030772465	0.0	48.47789736443917	19	54	SP13	DR250_rarefy_8reads
48	0.0033602282096349546	0.0	39.612351145951756	6	59	SP26	DR250_rarefy_8reads
49	3.704040313188585e-05	0.0	51.08679245283018	119	6	SP1	DR48_rarefy_8reads
50	0.0019472638893579827	0.0	21.47991491045809	6	4	SP9	DR26_rarefy_8reads
51	0.00021993100275760098	0.0	29.947035091863995	14	8	SP8	DR26_rarefy_8reads
52	0.007164375307043377	0.0	11.386347658996115	12	11	SP22	DR26_rarefy_8reads
53	0.00626814153061739	0.0	19.332906363449556	6	14	SP1	DR26_rarefy_8reads
54	0.002251388998748159	0.0	15.4738762631151	11	20	SP5	DR26_rarefy_8reads
55	0.0014112790762536955	0.0	67.5618556701031	211	9	SP1	DR86_rarefy_8reads
56	0.0015322823003738374	0.0	53.133284241531676	184	15	SP2	DR86_rarefy_8reads
57	0.0015024280726127054	0.0	71.50322580645161	220	17	SP21	DR260_rarefy_8reads
58	0.00027178719426938953	0.0	43.74740049679396	30	21	SP31	DR2_rarefy_8reads
59	0.004155017165365486	0.0	34.63867033806379	29	32	SP8	DR2_rarefy_8reads
60	0.000295232639892172	0.0	28.241448115841564	8	34	SP15	DR2_rarefy_8reads
61	0.0037453550991331775	0.0	19.704167414087177	2	38	SP22	DR2_rarefy_8reads
62	0.003882915173237754	0.0	111.53953488372092	227	1	SP4	DR24_rarefy_8reads
63	0.002079275099039156	0.0	95.51643192488262	227	27	SP97	DR66_rarefy_8reads
64	0.0053799425639474655	0.0	85.51643192488262	199	56	SP62	DR66_rarefy_8reads
65	0.0001269765398019769	0.0	93.01643192488262	220	61	SP84	DR66_rarefy_8reads
66	0.0001269765398019769	0.0	92.51643192488262	220	62	SP105	DR66_rarefy_8reads
67	0.004109881730926336	0.0	69.01643192488262	184	65	SP74	DR66_rarefy_8reads
68	0.004109881730926336	0.0	83.01643192488262	184	66	SP73	DR66_rarefy_8reads
69	0.004109881730926336	0.0	65.51643192488262	184	70	SP21	DR66_rarefy_8reads
70	7.0253292074489775e-06	0.0	94.7164319248826	225	76	SP85	DR66_rarefy_8reads
71	0.004762746470086164	0.0	37.349765258215974	26	79	SP39	DR66_rarefy_8reads
72	0.0003805630754420349	0.0	44.76643192488263	173	82	SP25	DR66_rarefy_8reads
73	0.0032135404131839237	0.0	39.4108361326895	13	23	SP35	DR5_rarefy_8reads
74	0.0005322693747486406	0.0	37.18719976905311	9	31	SP9	DR5_rarefy_8reads
75	0.0003211953221227549	0.0	32.823061838018646	20	44	SP27	DR5_rarefy_8reads
76	0.0029808700209643605	0.0	101.3597026305757	210	8	SP70	DR11_rarefy_8reads
77	0.0029808700209643605	0.0	97.8597026305757	210	12	SP48	DR11_rarefy_8reads
78	0.004667373807099993	0.0	98.3597026305757	207	14	SP0	DR11_rarefy_8reads
79	0.00010595802451304129	0.0	92.3597026305757	190	20	SP2	DR11_rarefy_8reads
80	6.489872649885011e-05	0.0	87.1597026305757	175	21	SP73	DR11_rarefy_8reads
81	0.0011890529604982154	0.0	55.859702630575676	63	22	SP66	DR11_rarefy_8reads
82	1.3820641146522396e-06	0.0	88.50255977343281	175	23	SP54	DR11_rarefy_8reads
83	0.002518034775105384	0.0	19.488734888640195	6	56	SP30	DR11_rarefy_8reads
84	0.003700601674994333	0.0	30.490664864408203	97	5	SP10	DR233_rarefy_8reads
85	0.00330592716105678	0.0	8.336927854561566	7	6	SP5	DR45_rarefy_8reads
86	0.015892248644741015	0.0	52.093375394321775	164	1	SP2	DR53_rarefy_8reads
87	0.008378959152874597	0.0	23.90587539432177	8	3	SP5	DR53_rarefy_8reads
88	4.11469210436145e-06	0.0	72.01428571428573	122	7	SP4	DR107_rarefy_8reads
89	0.010379833025329743	0.0	29.797413793103463	73	5	SP1	DR255_rarefy_8reads
90	0.002742231424586644	0.0	19.732674863010548	17	7	SP0	DR243_rarefy_8reads
91	2.2035167670346525e-05	0.0	23.769516968273702	6	11	SP10	DR243_rarefy_8reads
92	0.005389925199425988	0.0	12.768236740677693	6	13	SP7	DR243_rarefy_8reads
93	0.007881945832292316	0.0	13.2575175943698	12	4	SP0	DR137_rarefy_8reads
94	0.0067250387623234344	0.0	60.96685082872928	192	6	SP10	DR13_rarefy_8reads
95	1.1146980113624276e-05	0.0	96.96685082872929	225	7	SP48	DR13_rarefy_8reads
96	0.0015594301624294144	0.0	86.63351749539595	202	8	SP33	DR13_rarefy_8reads
97	0.0009641946058474496	0.0	74.46685082872928	171	11	SP9	DR13_rarefy_8reads
98	7.63420619203115e-10	0.0	94.63351749539595	221	12	SP32	DR13_rarefy_8reads
99	1.825563060579133e-09	0.0	92.82399368587214	215	13	SP40	DR13_rarefy_8reads
100	2.401410236980293e-13	0.0	93.84185082872929	223	14	SP41	DR13_rarefy_8reads
101	2.3471858000608534e-14	0.0	94.52240638428482	221	15	SP8	DR13_rarefy_8reads
102	1.575451018711034e-16	0.0	95.85573971761816	226	16	SP30	DR13_rarefy_8reads
103	2.3471858000608534e-14	0.0	94.63351749539595	221	17	SP25	DR13_rarefy_8reads
104	8.8924321941521e-05	0.0	53.56190278354797	9	13	SP2	DR37_rarefy_8reads
105	0.0001427411624840018	0.0	22.01826054216868	3	26	SP26	DR37_rarefy_8reads
106	0.0020593369690345103	0.0	23.783610060825247	10	13	SP4	DR239_rarefy_8reads
107	4.401744283131289e-06	0.0	25.794677254501142	11	16	SP6	DR239_rarefy_8reads
108	0.0020655419650815413	0.0	46.77991631799162	129	13	SP7	DR105_rarefy_8reads
109	0.027093412599801983	0.0	11.746635849627323	2	1	SP7	DR229_rarefy_8reads
110	0.0045641468930216035	0.0	10.955051959434073	2	5	SP2	DR229_rarefy_8reads
111	0.0022569006590400665	0.0	43.726373626373636	16	4	SP8	DR87_rarefy_8reads
112	0.0001286900635155241	0.0	36.345765074938996	9	12	SP2	DR31_rarefy_8reads
113	3.601834848173066e-05	0.0	78.64200913242009	221	0	SP22	DR27_rarefy_8reads
114	0.007705694284010016	0.0	22.114059853190298	104	0	SP3	DR213_rarefy_8reads
115	0.0011160715435637476	0.0	26.84782608695653	104	3	SP0	DR213_rarefy_8reads
116	5.277403160748852e-05	0.0	31.463323148039336	6	17	SP8	DR1_rarefy_8reads
117	0.0020511833201315626	0.0	54.60176531671858	126	29	SP0	DR41_rarefy_8reads
118	0.003961311021167124	0.0	35.99065420560747	61	34	SP20	DR41_rarefy_8reads
119	0.0027376103318013712	0.0	94.8095238095238	220	35	SP109	DR33_rarefy_8reads
120	0.0023680972001615145	0.0	96.8095238095238	222	39	SP124	DR33_rarefy_8reads
121	0.0007284190849013402	0.0	90.4761904761905	209	57	SP140	DR33_rarefy_8reads
122	0.0011401868029418311	0.0	61.80952380952381	162	82	SP27	DR33_rarefy_8reads
123	0.0009499731775252713	0.0	45.30952380952381	163	93	SP53	DR33_rarefy_8reads
124	0.0007448588708560656	0.0	61.68452380952381	104	99	SP22	DR33_rarefy_8reads
125	1.6823142867305576e-05	0.0	62.27106227106226	56	114	SP114	DR33_rarefy_8reads
126	0.0013721935048971452	0.0	42.9712643678161	143	29	SP29	DR85_rarefy_8reads
127	0.006519852375290055	0.0	35.01737451737453	23	3	SP0	DR101_rarefy_8reads
128	0.0047475017883445965	0.0	51.93409090909091	126	10	SP6	DR71_rarefy_8reads
129	0.0015611810830126838	0.0	55.26742424242426	156	13	SP0	DR71_rarefy_8reads
130	0.0017147281949790364	0.0	59.420494699646646	187	5	SP13	DR117_rarefy_8reads
