	pvalue	qvalue	Weighted time diff	firstpresence	neworder	SP_y
0	0.06703489831785087	1.0	76.96685082872928	209	0	SP31
1	0.39040923926688426	1.0	26.966850828729278	156	1	SP34
2	0.9598292744162692	1.0	-98.03314917127072	9	2	SP36
3	0.3698217424052222	1.0	30.966850828729278	160	3	SP37
4	0.45493346723575195	1.0	16.966850828729278	143	4	SP46
5	0.11272909866934472	1.0	70.96685082872928	203	5	SP44
6	0.8739643484810444	1.0	-80.03314917127072	27	6	SP18
7	0.16394677378860156	1.0	64.96685082872928	197	7	SP29
8	0.7225709264373588	1.0	-43.03314917127072	82	8	SP23
9	0.06358726394405137	1.0	55.96685082872928	181	9	SP10
10	0.7578086637284766	1.0	-21.033149171270722	62	10	SP38
11	0.9557804403655294	1.0	-91.03314917127072	10	11	SP22
12	0.0006448151457778235	0.0	81.76685082872929	171	12	SP45
13	5.1058239656410004e-05	0.0	84.80018416206262	171	13	SP47
14	0.0681876395187467	1.0	35.46685082872928	122	14	SP39
15	0.020148412893581387	1.0	51.96685082872928	134	15	SP12
16	0.02243035751466593	1.0	42.96685082872928	123	16	SP43
17	4.600704078434716e-07	0.0	81.13351749539594	171	17	SP8
18	8.24755748892087e-22	0.0	94.8954222573007	221	18	SP48
19	0.04794497904561653	1.0	22.900184162062615	69	19	SP11
20	0.023482913884275473	1.0	15.654350828729278	98	20	SP28
21	0.0005106085575092983	0.0	34.84920376990574	108	21	SP35
22	4.325038139197696e-16	0.0	91.37861553461163	201	22	SP33
23	1.0	1.0	-79.97759361571516	1	23	SP1
24	3.1155360045976265e-13	0.0	85.80895609188717	171	24	SP9
25	8.887121940447605e-19	0.0	91.41685082872927	201	25	SP41
26	4.1106309999969076e-32	0.0	94.72875559063404	221	26	SP30
27	1.7557509315683158e-36	0.0	94.17518416206262	221	27	SP25
28	2.0115162966779493e-24	0.0	88.3742582361367	163	28	SP40
29	8.634068007651041e-32	0.0	90.53351749539594	171	29	SP32
30	0.7357685738254137	1.0	-12.533149171270722	1	30	SP13
31	0.01341150792592158	0.0	9.431136543014986	22	31	SP27
32	0.0185279209217639	1.0	13.016031156598132	2	32	SP26
33	0.7084002729152583	1.0	-2.0384123291654532	2	33	SP7
34	0.07093899301757481	1.0	2.953457971586417	2	34	SP6
35	0.7704955838767246	1.0	-4.085149171270729	2	35	SP5
36	1.0	1.0	-10.010495449587879	1	36	SP21
37	0.006552351761870745	1.0	2.157759919638366	1	37	SP16
38	1.0	1.0	-10.620750249437833	1	38	SP0
39	1.0	1.0	-7.217168541730771	1	39	SP20
40	0.028847304677042475	1.0	1.6503040661393555	1	40	SP15
41	0.39363135448799164	1.0	0.5060432277791591	3	41	SP4
42	0.031427392852077934	1.0	4.015688038031598	1	42	SP19
43	0.04758047795751326	1.0	3.538922900801353	1	43	SP14
44	0.7485467314200815	1.0	-2.647652988064621	1	44	SP3
45	0.9024463188699354	1.0	-1.94240184030987	1	45	SP17
46	0.6507396332803476	1.0	-3.7771873270735767	1	46	SP2
47	0.9749640902986154	1.0	-4.661678146010686	1	47	SP42
48	0.9777159036939901	1.0	-5.894506103424121	1	48	SP24
49	0.32867676905375626	1.0	-0.2446029157641192	1	49	SP49
