	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87
am0082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	14	14	3	1	1	7	1	4	4	7	7	8	3	1	0	6	6	9	1	1	0	3	1	7	10	10	1	8	6	10	14	14	3	10	9	9	9	9	9	7	4	21	13	13	19	8	19	19	14	14	14	16	15	29	12	20	114
am0083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	18	13	7	7	17	16	22	10	23	14	14	9	9	12	15	20	8	18	18	19	13	13	26	19	29	22	13	23	14	20	23	14	20	19	28	36	36	36	36	32	32	25	25	26	21	23	17	46	36	36	50	28	30	30	35	32	49	41	384
am0084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	9	9	8	8	8	10	12	12	11	14	12	12	11	11	6	14	5	14	11	11	16	11	11	13	11	16	14	14	23	13	14	17	18	13	16	9	20	14	14	14	22	22	22	15	11	11	9	11	16	29	29	27	18	28	27	16	18	35	31	255
am0085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	8	7	7	11	6	8	8	7	9	9	6	6	10	21	11	8	17	17	15	19	19	11	23	8	20	7	17	22	15	29	15	13	13	17	30	16	16	16	22	22	12	33	15	17	16	11	17	17	17	32	25	26	23	20	18	47	27	291
am0086	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12	12	17	7	7	15	15	11	16	14	21	21	18	18	17	17	15	12	13	13	19	23	23	16	22	18	16	26	23	24	26	24	32	22	17	26	26	33	33	33	20	20	31	25	19	31	35	20	49	34	34	35	41	45	27	41	29	36	59	430
am0087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	1	4	4	1	2	4	2	2	2	2	4	4	4	2	3	2	3	3	1	1	1	7	4	3	4	4	3	1	10	4	9	6	9	7	12	11	11	11	7	7	5	5	10	5	3	9	12	10	10	14	11	10	11	5	14	12	11	104
am0088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	6	2	2	8	4	3	6	6	6	6	3	3	9	4	8	9	5	5	10	9	9	13	12	6	6	6	11	11	11	5	4	12	16	14	12	16	16	16	19	19	14	13	13	14	13	9	27	19	19	17	15	21	25	22	18	30	29	182
am0089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	9	10	10	9	6	8	12	8	13	13	12	12	13	14	11	20	16	16	20	19	19	11	18	11	21	16	23	24	14	21	20	21	23	17	24	19	19	19	26	26	21	18	19	13	17	17	14	30	30	33	20	26	31	20	29	37	32	318
am0090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	11	11	11	9	9	9	10	9	12	12	12	12	5	11	14	17	16	16	12	13	13	10	13	15	19	15	15	17	8	17	11	11	15	21	14	10	11	10	12	12	16	18	13	11	16	17	27	26	26	17	16	21	17	20	17	24	29	259
am0091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	8	8	11	8	8	9	3	13	4	12	9	9	7	7	11	8	14	8	7	7	10	9	9	10	9	12	8	8	11	11	11	10	11	14	13	16	13	16	16	16	11	11	15	11	11	11	9	12	18	11	11	18	14	18	19	30	16	17	33	223
am0092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	4	4	4	4	2	8	4	5	5	7	7	5	4	6	5	7	7	5	4	4	4	4	6	9	11	8	5	14	8	13	7	5	7	14	9	9	9	5	5	13	7	4	13	13	5	7	14	14	21	19	11	9	9	7	9	14	134
am0093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	17	8	10	10	9	13	11	8	10	17	17	16	16	9	5	13	10	12	12	11	10	10	20	12	17	16	22	12	10	17	11	16	19	26	17	22	18	18	18	31	31	26	18	23	22	36	19	25	31	31	30	26	36	40	34	31	42	46	292
am0094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	3	3	3	2	7	5	14	6	9	9	8	8	12	9	7	9	11	11	12	15	15	5	12	8	12	13	18	17	9	11	12	16	21	11	15	7	7	7	17	17	14	16	16	12	14	12	11	12	12	20	14	15	27	8	19	29	18	205
am0095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	16	16	4	4	17	21	21	14	17	24	24	9	9	18	15	17	21	17	17	18	9	9	20	11	28	21	15	22	16	19	21	16	22	30	24	23	24	24	24	29	29	32	22	23	28	31	14	26	36	36	35	35	28	41	33	30	49	39	382
am0096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	14	15	15	10	18	19	19	17	17	17	11	11	15	10	15	12	14	14	17	17	17	12	22	23	16	19	25	22	22	13	17	22	22	25	32	29	29	29	26	26	25	28	27	21	30	25	30	28	28	37	29	28	33	35	36	47	42	363
am0097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	14	8	13	13	13	13	9	9	10	14	14	11	11	11	11	22	18	17	17	10	24	24	22	23	17	20	16	13	26	21	16	17	14	16	26	15	19	19	19	19	19	27	29	16	15	16	19	17	23	23	21	22	26	23	24	24	37	36	304
am0098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	13	9	9	11	19	15	16	23	19	19	21	21	12	9	15	17	10	10	17	17	17	16	19	29	15	29	23	22	22	11	31	21	21	21	20	28	28	28	21	21	32	24	18	25	25	15	40	18	18	31	30	31	30	27	28	42	41	409
am0099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8	13	9	9	9	9	12	12	10	11	11	12	12	7	16	6	16	10	10	16	14	14	13	11	14	16	16	20	19	13	20	16	9	10	11	9	19	19	19	26	26	16	17	16	21	16	21	18	15	15	15	23	24	19	25	23	38	31	281
am0100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	4	10	10	4	10	12	9	12	3	3	7	7	6	18	10	14	10	10	12	11	11	10	9	13	19	7	16	13	13	21	9	9	15	14	9	10	10	10	16	16	10	11	21	16	8	20	19	14	14	9	21	21	23	17	30	24	27	236
am0101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	7	2	2	8	5	7	4	7	8	8	5	5	6	3	5	3	4	4	9	2	2	8	2	11	6	8	9	4	12	4	10	11	7	5	12	11	11	11	7	7	9	4	9	14	9	5	12	7	7	17	15	7	9	15	13	9	18	139
am0102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	5	6	6	8	6	2	4	3	7	7	6	6	8	4	9	2	6	6	2	10	10	9	9	7	6	6	4	11	6	8	8	12	18	13	16	12	12	12	7	7	11	11	14	16	10	13	19	13	13	20	19	14	20	17	18	16	20	165
am0103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	8	3	3	12	7	8	5	8	10	10	10	10	14	10	10	7	9	9	8	9	9	14	11	9	13	12	10	11	11	12	7	21	9	21	15	14	14	14	11	11	12	15	12	9	15	14	23	18	18	22	15	11	16	9	19	22	12	205
am0104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1	2	0	2	2	2	0	2	2	1	1	0	1	0	4	1	1	2	2	2	2	1	2	1	1	3	2	9	1	7	2	7	1	2	4	4	4	7	7	3	1	3	6	3	1	6	1	1	2	11	2	9	9	3	8	11	58
am0105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	4	8	8	4	5	1	5	2	4	4	0	0	1	5	6	3	9	9	7	6	6	9	6	6	9	2	8	6	3	10	4	4	5	8	7	8	8	8	9	9	6	8	15	4	4	16	9	5	5	11	5	6	9	8	20	15	11	103
am0106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	11	12	12	14	11	14	11	11	9	9	14	14	12	10	13	16	16	16	9	9	9	16	10	15	20	19	14	11	15	19	19	15	10	19	23	13	13	13	15	15	12	15	16	16	13	18	18	19	19	24	23	14	19	18	23	27	19	296
am0107	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12	12	24	14	15	20	22	17	27	24	22	22	26	26	19	15	29	14	19	19	32	16	16	16	28	34	26	39	38	22	41	26	39	32	39	44	40	35	35	35	33	33	33	40	43	50	56	40	35	33	33	51	62	25	56	33	67	65	40	614
am0108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	6	6	6	4	7	8	5	11	5	5	2	2	5	9	9	7	5	5	10	5	5	5	8	13	7	6	10	7	4	13	5	9	6	13	17	8	8	8	15	15	7	13	10	4	3	7	10	14	14	22	5	16	8	10	13	26	16	145
am0109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	15	15	14	14	14	12	14	11	21	13	15	15	11	11	6	10	11	15	8	8	25	10	10	17	14	18	11	23	30	14	26	15	21	14	21	21	16	17	17	17	26	26	21	18	17	25	28	29	11	22	21	22	34	36	30	41	30	41	48	324
am0110	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	16	16	16	11	11	16	19	19	16	23	22	22	16	16	24	18	25	19	20	20	22	22	23	23	31	31	25	25	28	30	35	28	32	35	29	33	28	30	30	30	32	32	30	46	43	42	37	52	39	41	41	30	49	57	42	47	66	61	76	535
am0111	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	15	15	9	13	13	8	11	9	17	12	17	17	10	10	18	24	24	29	25	25	18	18	18	18	18	18	36	15	24	23	18	30	16	25	27	32	22	15	15	15	35	35	25	29	18	30	31	27	22	32	32	31	38	39	35	44	33	52	54	382
am0112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	2	2	2	1	2	2	2	2	5	5	4	4	6	3	3	6	5	5	3	8	8	4	9	3	7	5	4	9	6	5	6	8	5	4	4	3	3	3	2	2	10	12	4	7	12	5	4	3	3	7	10	12	5	5	5	12	13	96
am0113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	31	24	35	36	26	36	36	33	37	40	40	40	40	46	28	45	29	34	34	35	41	41	49	41	48	38	49	49	52	64	45	58	67	28	56	47	49	49	49	35	35	67	54	58	71	67	53	57	50	50	67	86	61	38	56	73	72	82	862
am0114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	16	13	14	14	18	16	20	22	23	22	22	23	23	16	22	14	29	33	33	22	35	35	27	29	29	39	33	30	41	35	37	34	25	24	26	25	32	32	33	25	25	42	38	33	38	47	20	37	35	35	36	51	34	34	34	43	47	45	534
am0115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	2	0	0	0	0	0	0	3	1	0	0	0	2	2	0	4	2	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	6	1	2	0	2	0	4	4	0	2	1	0	0	2	6	1	22
am0116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	6	6	6	6	6	7	18	7	8	8	13	13	12	10	16	15	12	12	20	15	15	6	16	8	14	20	26	21	14	12	20	16	15	24	24	21	21	21	19	19	15	20	24	26	26	28	29	22	22	27	28	25	24	27	31	33	34	296
am0117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	16	17	8	8	22	13	21	20	27	17	17	16	16	17	15	12	16	20	20	28	21	21	25	21	31	27	26	34	26	30	29	22	21	27	22	21	18	18	18	21	21	34	29	28	32	43	18	31	38	38	29	40	22	35	25	38	42	33	443
am0118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	15	13	11	11	11	34	20	12	28	34	34	21	21	28	22	15	15	21	21	15	27	27	19	32	44	29	29	19	30	33	28	33	34	20	20	16	29	29	29	22	22	54	39	18	32	45	28	47	17	17	28	43	28	32	34	38	47	45	458
am0119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	21	21	15	19	19	17	13	16	18	20	16	16	24	24	19	15	22	20	15	16	20	27	27	25	29	23	18	29	26	34	23	19	31	23	25	32	34	25	25	25	20	20	27	40	34	26	25	32	29	38	38	39	37	30	28	24	49	44	37	489
am0120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	10	6	6	12	13	12	13	8	16	16	14	14	10	13	9	10	11	11	14	12	12	16	14	17	17	20	17	14	16	18	20	11	14	14	18	13	13	13	20	20	23	14	26	25	25	13	19	22	22	26	31	14	20	21	35	32	24	292
am0121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	13	13	14	7	7	20	14	16	14	13	11	11	17	17	5	15	15	7	14	14	20	16	16	22	14	18	14	25	25	19	21	21	25	10	19	18	14	22	22	22	29	29	18	19	20	20	24	18	29	28	28	21	25	24	29	21	30	41	31	361
am0122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	6	4	4	7	3	2	5	2	3	3	4	4	8	4	5	9	8	8	7	3	3	13	6	3	9	5	8	6	4	9	7	9	8	8	7	10	10	10	9	9	4	7	5	5	5	12	9	17	17	9	6	11	11	9	8	16	11	115
am0123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	16	7	12	12	10	14	16	13	15	17	17	15	15	20	12	18	16	15	15	24	18	18	21	26	23	17	24	23	24	18	19	23	26	14	32	25	24	24	24	24	24	22	36	24	20	15	39	25	36	36	37	26	38	27	44	42	54	53	366
am0124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	25	21	17	17	17	29	28	31	28	29	29	28	28	33	27	27	29	23	23	33	27	27	28	32	38	28	49	46	37	41	44	34	47	20	45	25	36	36	36	27	27	50	43	35	41	48	41	44	44	44	35	51	49	33	51	52	60	63	609
am0125	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	13	12	10	10	11	6	8	10	7	8	8	7	7	15	8	5	12	6	6	10	9	9	15	9	9	9	11	12	11	13	8	13	20	20	7	9	9	9	9	17	17	16	10	11	17	23	20	11	18	18	13	22	4	28	5	19	21	8	208
am0126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	3	6	6	3	4	3	1	3	3	3	2	2	3	5	4	8	5	5	1	4	4	3	6	4	5	2	2	6	5	6	4	8	11	7	5	2	2	2	7	7	5	8	7	3	5	10	9	9	9	6	6	5	17	7	9	12	7	96
am0127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	5	5	7	5	5	8	8	9	10	7	5	5	6	6	4	7	7	9	8	8	8	9	9	8	9	9	11	13	12	11	6	10	9	7	12	11	17	16	16	16	13	13	13	13	11	9	15	12	15	19	19	24	11	20	23	19	15	22	25	189
am0128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	10	12	6	6	14	5	12	14	12	5	5	10	10	10	8	7	10	8	8	11	14	14	13	8	14	10	17	16	14	13	11	14	17	11	7	15	18	18	18	10	10	6	12	16	18	15	14	19	20	20	24	23	15	16	23	18	17	32	250
am0129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	8	9	9	10	9	9	12	9	12	12	6	6	9	13	3	18	14	14	13	22	22	15	15	15	17	12	14	26	16	18	17	15	7	5	9	12	12	12	15	15	22	16	4	12	14	15	16	21	21	15	19	18	14	22	11	26	28	236
am0130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	10	9	9	8	4	3	10	5	9	9	9	9	10	4	5	9	4	4	11	16	16	5	18	7	5	13	11	17	10	5	11	21	10	9	17	13	13	13	7	7	16	22	19	19	19	16	15	12	12	21	20	17	15	15	25	18	23	219
am0131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	6	1	1	11	8	10	1	10	4	4	4	4	6	6	5	1	6	6	2	3	3	11	1	11	6	5	2	4	7	9	8	6	4	5	8	5	5	5	7	7	6	4	10	6	8	6	7	8	8	9	9	16	10	11	11	10	18	120
am0132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	1	1	2	3	1	3	3	4	4	4	4	0	3	5	0	3	3	2	2	2	8	3	3	5	4	4	2	5	5	4	2	12	6	6	4	4	4	4	4	4	5	5	10	8	3	4	7	7	8	12	11	14	10	5	7	13	85
am0134	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	6	5	5	2	6	5	6	6	4	4	3	3	4	7	11	10	8	8	6	7	7	7	11	9	10	8	6	9	1	10	2	6	6	18	12	14	14	14	11	11	6	16	6	4	4	10	19	15	15	18	4	15	16	10	10	25	19	148
am0135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	7	5	5	7	8	6	7	6	8	8	7	8	11	10	9	14	16	16	9	15	15	8	15	10	18	10	11	18	6	14	8	17	15	12	18	12	12	12	13	13	12	20	21	13	9	14	18	18	18	26	14	26	21	14	26	26	32	226
am0136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	2	5	5	1	2	4	0	2	3	3	2	2	5	5	1	3	4	4	2	4	4	6	4	2	5	2	2	5	3	5	2	5	3	1	4	3	3	3	7	7	5	4	9	3	3	11	6	4	4	4	3	3	5	1	11	8	3	64
am0137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	7	8	0	0	7	6	8	13	5	10	10	7	7	9	6	10	6	7	7	13	8	8	11	7	8	8	12	15	11	14	10	16	11	16	12	15	20	20	20	14	14	13	10	13	11	9	5	28	19	19	23	18	22	20	17	19	22	25	219
am0138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	6	15	2	2	12	6	11	10	8	12	12	4	4	7	12	4	13	11	11	13	4	4	8	6	11	15	8	13	9	8	16	16	11	12	7	5	8	8	8	18	18	18	8	18	9	14	7	18	22	22	7	12	20	21	19	22	24	24	223
am0139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	6	3	3	8	5	6	12	4	6	6	11	11	12	8	7	10	10	10	7	8	8	7	10	6	12	15	13	10	15	9	13	14	10	8	6	6	6	6	6	6	12	12	14	20	16	5	7	8	8	11	21	12	15	12	16	14	14	179
am0140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	1	2	2	0	4	1	1	2	2	2	4	2	6	5	5	0	3	3	3	4	5	6	2	0	4	3	4	3	3	0	3	16	4	4	4	0	0	1	6	2	8	7	3	5	4	4	20	8	16	2	9	4	3	21	66
am0141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	3	2	2	4	1	2	0	1	1	1	1	1	8	2	6	1	3	3	0	4	4	8	5	2	3	1	0	5	2	6	2	8	2	6	9	5	5	5	1	1	1	8	2	4	6	9	10	1	1	10	5	9	3	7	7	5	12	69
am0142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	5	6	1	7	3	3	5	5	2	2	3	1	3	3	1	4	4	2	8	8	3	6	1	4	2	3	5	6	5	5	0	8	8	8	2	2	5	9	5	5	6	0	7	1	1	3	5	8	13	8	5	7	8	78
am0143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	8	8	4	3	3	8	2	3	2	2	3	3	10	10	4	5	2	6	1	1	3	5	5	11	3	2	2	10	5	7	5	6	9	7	5	2	6	8	8	8	11	11	5	5	7	9	11	5	11	10	10	8	10	2	11	6	11	14	8	117
am0146	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	13	12	12	12	8	9	5	6	7	7	14	14	9	19	8	9	15	15	5	5	5	9	6	8	15	16	5	7	17	21	21	14	13	12	20	24	24	24	19	19	14	8	7	18	16	29	24	17	17	29	23	11	26	14	17	25	18	268
am0147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	5	4	4	4	4	3	9	1	5	5	5	5	8	4	5	1	4	4	10	4	4	4	5	4	4	7	12	4	9	6	8	11	8	7	5	7	7	7	11	11	6	8	6	10	7	7	12	11	11	7	10	8	12	10	9	18	14	110
am0148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	6	7	6	10	7	8	9	6	8	8	10	10	9	2	6	4	5	5	8	6	6	10	8	10	7	11	12	6	8	3	12	15	13	8	13	20	20	21	13	13	12	9	6	9	13	9	21	17	17	18	11	14	17	13	8	17	20	168
am0149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	15	9	6	6	12	9	9	7	11	9	9	14	14	10	6	10	25	10	10	12	14	14	23	10	14	11	19	12	21	14	7	23	16	13	11	20	15	15	15	15	15	14	15	14	11	10	16	21	16	16	26	16	24	18	29	21	28	37	285
am0150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1	1	0	0	4	1	1	0	0	1	1	1	2	2	1	1	1	1	2	2	2	4	1	2	1	2	2	3	3	3	1	4	4	3	6	6	6	4	4	0	5	3	0	0	3	3	5	5	5	3	1	5	0	3	8	1	42
am0151	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	4	6	6	6	4	7	6	8	5	5	7	7	5	13	5	6	9	9	5	8	8	10	9	9	11	8	8	11	9	16	9	7	5	8	16	11	11	11	11	11	8	11	11	8	7	12	14	12	12	21	12	19	12	17	18	19	24	169
am0152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8	12	5	5	11	3	8	11	12	5	5	12	12	6	7	5	11	11	11	12	9	9	9	7	13	15	19	14	11	11	12	14	7	12	7	10	11	11	11	11	11	10	10	17	18	15	17	10	23	23	13	20	27	15	17	20	19	32	224
am0153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	0	0	2	2	1	0	0	0	1	1	1	0	0	0	0	1	1	3	1	0	0	1	1	1	1	0	2	1	1	1	1	1	0	0	2	1	0	0	0	3	3	3	1	2	1	2	2	1	3	18
am0155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	1	2	2	2	2	0	0	4	0	2	1	0	0	3	3	3	0	4	2	0	0	3	3	4	0	3	4	4	2	7	2	2	2	1	1	4	4	1	2	3	1	3	3	3	8	4	5	5	3	1	3	5	42
am0156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	9	10	10	9	7	11	7	12	7	7	9	9	11	15	9	8	15	15	3	8	8	12	9	15	16	9	9	9	9	18	12	14	19	14	8	10	10	10	17	17	10	18	18	17	15	13	18	13	13	13	21	10	29	9	27	31	12	240
am0157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	17	5	5	14	8	14	12	10	10	10	18	18	9	16	10	12	13	13	10	14	14	14	18	14	16	19	15	17	18	25	20	12	16	18	19	13	13	13	10	10	11	21	7	19	13	13	23	18	18	20	23	31	20	31	16	25	43	307
am0158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	1	1	1	1	2	0	2	2	2	2	1	1	1	5	3	2	3	3	8	3	3	4	4	2	3	3	9	3	4	6	4	1	4	4	4	2	2	2	6	6	4	5	3	2	2	0	4	3	3	5	5	6	4	6	3	10	8	55
am0159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	7	12	12	11	4	10	18	14	5	5	10	10	12	11	15	11	14	14	17	10	10	11	12	12	19	16	24	12	17	16	16	14	15	21	25	24	24	24	24	24	11	19	28	19	20	25	40	28	28	32	24	46	27	43	33	41	64	306
am0160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	2	4	4	3	1	2	1	2	3	3	2	2	3	1	1	5	0	0	1	3	3	6	2	2	2	2	2	4	3	1	1	4	5	1	4	6	6	6	3	3	4	3	11	3	6	6	10	7	7	6	3	6	6	5	14	5	7	65
am0161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	0	1	1	4	0	2	2	2	2	4	4	3	3	6	6	3	2	2	2	3	1	7	2	5	2	3	5	2	6	2	5	3	4	4	4	5	5	2	3	6	4	4	4	6	7	7	4	5	4	5	6	8	8	7	52
