	pvalue	qvalue	Weighted time diff	firstpresence	neworder	SP_y
0	0.9125	1.0	-51.820083682008374	26	0	SP20
1	0.875	1.0	-47.820083682008374	30	1	SP33
2	0.43333333333333335	1.0	5.179916317991626	101	2	SP35
3	0.4583333333333333	1.0	1.1799163179916263	97	3	SP8
4	0.875	1.0	-47.820083682008374	30	4	SP38
5	0.23333333333333334	1.0	37.179916317991626	134	5	SP23
6	0.025	1.0	95.17991631799163	198	6	SP31
7	0.35833333333333334	1.0	12.179916317991626	108	7	SP19
8	0.875	1.0	-47.820083682008374	30	8	SP36
9	0.09339557399723375	1.0	38.179916317991626	124	9	SP30
10	0.032710926694329186	1.0	41.679916317991626	137	10	SP24
11	0.024308437067773168	1.0	46.679916317991626	140	11	SP26
12	0.032710926694329186	1.0	40.179916317991626	137	12	SP11
13	0.8594398340248963	1.0	-47.820083682008374	30	13	SP37
14	0.09339557399723375	1.0	38.179916317991626	124	14	SP32
15	0.6193760502040396	1.0	-6.486750348675045	79	15	SP22
16	0.5269611817350616	1.0	-9.070083682008374	79	16	SP21
17	0.00010835626472644226	0.0	51.57991631799163	140	17	SP25
18	0.0031646900917047757	1.0	58.03705917513449	103	18	SP29
19	0.8346766902836193	1.0	-15.320083682008374	20	19	SP15
20	0.9703656006736434	1.0	-15.945083682008374	20	20	SP4
21	0.00775327952361668	1.0	41.29102742910274	79	21	SP7
22	0.3052782091849653	1.0	10.735471873547183	70	22	SP3
23	0.7954831432082473	1.0	-2.2645281264528165	13	23	SP1
24	0.5683240622088526	1.0	0.6799163179916263	13	24	SP2
25	0.9694618218165445	1.0	-10.520083682008377	13	25	SP16
26	0.8842356951209696	1.0	-9.62008368200837	20	26	SP12
27	0.3523145413544402	1.0	4.089007227082533	20	27	SP0
28	0.89493202065745	1.0	-15.40341701534171	20	28	SP34
29	0.417608079037276	1.0	3.3337624718377867	60	29	SP27
30	0.9738287160566754	1.0	-15.177226539151228	13	30	SP13
31	0.20567162568478037	1.0	17.608487746563057	60	31	SP28
32	0.2358153091700066	1.0	5.713249651324958	23	32	SP5
33	0.9907933745421612	1.0	-13.408318976126019	13	33	SP17
34	0.8177340186450562	1.0	-0.7700836820083765	13	34	SP18
35	0.2799350762530193	1.0	10.77082540890072	39	35	SP6
36	0.3626747956016671	1.0	3.1344617725370796	39	36	SP10
37	0.5028285759026238	1.0	-2.0473564092811074	21	37	SP9
38	0.3329042326746752	1.0	-0.4564473183720139	20	38	SP14
39	1.0	1.0	-14.876687455593277	13	39	SP39
