	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98
am0083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	1	1	0	1	3	0	3	2	2	3	1	3	1	3	1	2	3	3	2	4	4	6	1	3	2	3	3	0	3	2	1	1	5	7	3	4	3	5	5	10	5	1	8	0	7	3	8	11	4	5	10	15	7	6	7	2	12	10	16	41
am0084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	2	1	1	1	3	3	1	2	6	0	1	0	0	1	1	3	3	6	9	5	3	3	1	5	4	2	5	4	2	2	6	1	3	3	3	3	4	2	8	3	4	5	5	4	2	12	2	6	2	8	2	5	13	4	36
am0085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	2	2	0	1	1	3	3	1	1	3	1	3	1	1	3	4	0	0	2	3	3	4	3	0	1	1	1	2	1	2	4	4	2	5	2	4	4	6	6	2	4	1	1	1	4	4	2	1	0	1	1	1	4	3	5	5	4	4	2	20
am0086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	2	0	0	1	0	1	0	0	1	2	1	3	3	6	5	4	4	0	0	2	3	0	6	3	3	3	1	5	1	3	3	7	2	3	5	0	3	3	1	3	5	2	4	2	3	0	8	4	4	7	4	4	10	8	11	7	9	7	33
am0087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1	0	3	4	0	0	1	1	4	0	0	2	1	0	0	0	0	2	0	1	2	0	4	4	1	2	0	0	0	1	6	1	3	0	0	0	0	1	1	0	2	0	0	1	0	2	0	0	0	2	3	5	4	1	0	4	11
am0088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	2	3	1	0	0	2	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	6
am0089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	3	2	3	8	10	10	3	3	7	5	5	3	3	6	9	6	4	8	8	4	4	4	4	7	8	0	4	6	8	13	13	9	6	17	0	13	7	11	9	6	8	10	10	20	12	3	6	21	11	19	7	7	10	11	12	7	25	14	20	10	19	13	19	80
am0090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	1	3	1	0	0	1	5	2	7	4	3	3	1	1	6	0	2	3	3	1	1	7	0	8	0	3	1	0	5	5	3	7	1	2	6	2	2	1	6	1	2	2	4	3	9	7	2	3	2	9	6	1	4	6	8	6	6	1	12	6	10	13	31
am0091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	1	1	1	2	3	3	3	6	2	2	1	1	2	3	3	5	1	1	3	2	1	2	1	1	2	0	0	3	0	4	1	3	1	6	2	2	3	6	2	1	5	1	1	5	8	1	6	6	2	5	2	6	5	1	6	3	22
am0092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	2	2	2	0	2	0	0	0	0	2	0	0	2	1	3	3	2	2	0	2	1	4	0	2	2	2	2	0	0	2	5	3	11	9	2	0	3	4	4	8	8	4	3	1	3	3	0	0	1	2	4	4	6	6	7	6	10	4	4	41
am0093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	1	1	1	0	0	0	1	2	0	0	1	0	0	1	1	0	1	0	0	1	4	0	4	4	0	2	0	2	0	5	0	2	2	1	2	2	0	3	0	1	2	0	0	1	0	2	1	0	1	0	2	2	0	0	0	5	14
am0094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	3	0	2	4	2	4	8	8	8	7	4	1	5	6	11	9	9	9	1	4	2	4	5	3	5	5	7	3	5	6	6	7	6	9	5	6	10	10	15	7	8	8	10	8	6	8	13	4	4	14	11	15	13	8	15	11	16	13	60
am0095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	1	0	0	1	1	1	3	3	1	1	0	0	0	2	2	0	0	1	3	1	1	1	4	6	6	9	1	0	1	4	0	7	7	6	2	1	3	5	4	7	0	5	2	7	5	3	13	4	2	4	8	6	4	36
am0096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	1	1	0	0	1	0	1	1	1	0	0	1	3	0	2	2	3	3	1	1	3	4	1	2	3	6	6	4	2	2	4	2	3	0	6	1	3	3	3	4	4	0	6	5	5	4	2	3	4	0	2	6	4	3	4	0	2	2	10	28
am0097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	4	4	5	6	2	9	8	9	9	4	7	9	1	2	6	4	10	10	11	9	16	7	11	6	4	10	10	5	7	5	15	16	6	7	6	10	9	10	10	7	6	8	10	14	6	7	17	21	8	10	15	13	11	9	10	11	12	18	22	62
am0098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	5	6	10	10	10	16	3	8	1	5	8	8	10	9	5	10	16	9	7	16	16	9	10	18	11	21	18	14	12	12	11	20	16	8	14	16	21	9	10	11	10	10	9	17	13	17	16	16	21	25	14	14	21	22	24	14	18	21	15	14	25	28	154
am0099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	7	8	8	3	0	3	1	2	3	3	1	3	2	8	10	9	5	2	2	6	8	6	4	9	5	9	12	12	11	14	9	9	4	14	18	6	11	9	11	11	17	11	7	9	8	14	14	16	17	12	29	12	10	12	11	26	14	25	15	19	96
am0100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	1	0	0	0	2	2	0	0	0	0	1	3	6	0	0	2	2	1	0	1	0	0	2	2	1	1	3	0	2	0	2	1	1	1	0	0	0	9	1	0	0	0	3	2	1	1	0	3	0	2	4	5	3	0	3	2	7
am0101	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	1	2	0	0	0	0	3	3	0	0	2	0	2	0	0	0	0	0	0	0	0	6	0	2	0	2	0	1	1	0	1	2	6	1	1	0	3	1	0	1	2	6	7	0	0	2	1	2	3	15
am0102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	5	5	1	1	0	2	5	1	2	5	5	8	10	3	3	12	0	2	5	5	8	2	2	13	7	9	3	7	7	10	8	3	5	6	6	7	17	8	10	11	11	2	4	7	8	9	1	3	6	5	9	13	8	10	8	6	13	9	4	8	13	61
am0103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	2	1	0	0	0	0	1	0	1	0	0	2	2	5	0	0	0	0	0	1	2	0	3	0	0	1	0	0	0	2	1	0	1	0	2	4	0	0	0	0	3	0	4	0	2	2
am0104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	4	0	0	0	0	0	0	0	0	0	2	2	1	1	0	1	2	1	0	0	0	2	2	2	0	2	1	0	2	1	0	0	1	0	3	7	1	1	2	1	2	1	1	1	3	5	4	3	4	3	4	1	2	2	1	3	3	4	7	7	3	2	4	2	20
am0105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	1	0	0	0	0	1	1	1	1	0	1	0	5	6	2	2	1	2	1	2	2	0	1	2	2	0	4	1	1	0	0	3	3	3	4	0	0	4	3	11	2	1	2	1	3	1	7	8	5	2	3	6	7	15	3	8	4	14
am0106	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	3	3	0	0	3	0	0	2	2	1	1	0	1	4	3	3	0	0	3	2	4	1	4	3	2	4	4	2	4	2	2	1	2	6	6	2	1	4	4	3	12	8	6	9	6	2	6	2	3	1	5	6	4	4	7	14	4	6	7	33
am0107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	1	2	2	2	0	5	7	4	0	6	6	1	11	0	10	8	11	8	4	4	7	14	8	9	10	5	12	11	11	9	13	5	15	16	9	4	12	7	16	8	8	10	6	18	10	15	10	10	12	13	7	8	11	10	14	22	15	26	16	16	16	92
am0108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	2	1	2	3	1	9	1	8	8	1	10	12	2	5	6	6	12	16	7	9	11	12	18	11	11	10	19	15	14	11	14	15	17	17	14	12	16	11	14	9	17	11	13	13	10	10	9	19	14	16	23	13	21	29	33	11	13	26	23	17	29	18	29	19	33	34	121
am0109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	1	0	0	2	2	1	1	3	1	1	4	4	4	2	2	1	6	3	4	4	4	6	4	5	1	4	1	3	4	4	5	7	3	1	7	3	5	3	8	2	5	5	1	2	10	7	6	4	3	7	8	6	8	8	8	8	12	9	16	12	8	11	36
am0110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	3	4	1	4	4	5	4	6	3	4	2	2	1	7	4	3	7	5	4	6	6	4	3	7	4	3	5	6	12	12	11	12	5	6	7	12	7	6	9	9	3	3	10	6	14	8	16	4	6	5	5	6	8	10	10	8	16	13	18	19	14	20	80
am0111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	1	0	1	1	0	1	1	0	0	2	2	2	2	0	0	2	1	2	2	2	4	2	0	3	1	2	0	0	0	1	1	2	4	0	3	2	2	1	3	3	3	0	3	2	1	2	2	2	3	3	4	3	4	2	0	0	4	2	2	4	2	14
am0112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	1	1	1	1	0	1	3	0	0	4	4	2	4	0	2	3	1	3	1	1	5	4	4	5	1	7	3	2	2	2	3	4	10	3	5	4	2	2	4	13	13	5	8	3	2	6	7	3	4	5	0	4	12	2	8	6	11	5	9	15	4	45
am0113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	2	2	6	0	4	2	2	4	4	4	5	3	3	4	3	3	3	14	6	6	12	4	4	6	6	5	5	8	11	5	8	9	8	8	6	11	13	22	11	5	4	14	12	10	22	22	12	19	11	6	20	17	14	8	15	16	14	14	9	15	8	20	14	14	14	16	98
am0114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	2	0	0	0	0	4	3	1	3	2	1	1	1	1	2	0	1	3	4	1	1	1	2	4	3	2	6	2	2	5	4	5	5	4	1	1	3	2	3	4	2	1	2	2	1	4	4	1	1	1	8	1	5	21
am0115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	8	3	3	3	1	3	2	3	0	1	1	1	3	2	0	1	2	3	5	5	1	1	4	3	5	2	1	3	3	2	4	10	7	1	9	6	6	4	8	14	14	8	11	8	7	6	7	10	4	3	8	3	7	8	5	6	7	10	6	13	7	51
am0116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	2	1	1	1	0	5	1	4	0	4	4	1	4	3	2	7	8	8	2	2	4	3	4	0	3	3	4	6	6	5	6	6	0	6	10	5	5	6	5	5	5	6	6	12	6	7	6	8	7	8	12	9	9	8	9	8	5	11	9	11	12	56
am0117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	2	0	0	1	1	2	0	3	0	1	2	2	1	1	1	4	3	3	2	4	4	4	5	6	4	2	6	5	1	1	2	0	4	6	2	8	7	3	0	3	6	6	1	5	6	7	1	6	4	8	8	6	4	2	10	2	4	5	10	5	2	9	39
am0118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	3	6	1	1	3	2	9	9	1	2	4	3	4	6	6	5	8	4	9	13	9	9	5	5	8	6	10	11	9	3	12	13	13	5	10	15	7	11	2	11	11	12	10	15	15	14	7	8	12	10	10	16	6	10	14	10	18	15	16	7	14	12	17	19	21	81
am0119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	2	2	0	3	5	4	2	1	1	4	5	4	12	8	2	1	1	1	2	4	3	4	3	6	14	5	5	1	14	12	3	4	4	16	9	12	6	7	7	9	11	7	5	10	10	18	6	6	9	6	5	5	5	6	8	10	19	6	9	54
am0120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	2	0	0	4	2	0	0	0	1	2	0	3	4	1	1	0	0	1	3	3	1	1	3	4	4	4	1	3	12	5	5	2	8	2	2	1	2	2	2	10	5	1	2	1	13	3	5	3	3	8	1	2	8	13	10	2	8	5	22
am0121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3	4	2	1	1	0	1	4	0	3	2	4	2	2	6	6	6	7	7	3	0	2	2	4	3	1	3	2	4	3	2	6	10	6	6	4	2	4	3	5	10	1	11	8	4	4	4	4	3	4	6	5	12	7	6	31
am0122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	1	0	2	2	0	1	0	2	0	0	0	1	4	2	0	2	2	3	0	0	0	1	1	0	1	0	2	0	0	4	0	2	0	1	0	0	0	2	4	1	1	0	5	2	0	2	2	2	1	2	0	0	2	0	0	4	4	4	2	3	0	3
am0123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	1	1	1	1	0	1	3	1	1	2	1	4	1	4	10	10	3	10	4	5	5	7	9	9	9	13	5	6	7	5	6	6	6	6	9	5	4	12	13	5	5	7	5	12	11	11	14	8	13	17	16	11	6	13	11	6	6	7	20	17	14	10	15	22	13	22	94
am0124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	2	0	0	3	1	0	1	0	0	0	0	0	1	3	3	1	0	0	0	1	1	0	0	0	1	0	2	4	0	2	1	1	4
am0125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	2	0	0	1	0	0	1	1	0	1	0	0	1	1	1	2	2	2	1	2	2	1	0	2	7	7	4	3	0	6	1	0	6	0	2	4	1	1	7	2	0	2	5	2	0	3	2	0	0	3	4	6	0	6	0	2	4	9	28
am0126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	2	0	0	1	2	2	2	1	1	0	1	1	2	1	1	3	2	4	3	5	2	1	0	0	2	1	1	1	2	2	1	7	2	1	2	2	2	4	0	3	0	6	1	8	4	2	0	1	3	3	3	6	2	5	1	3	16
am0127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	2	0	0	0	0	1	2	0	0	1	3	0	0	1	0	0	1	1	0	2	0	4	1	0	0	2	1	4	2	2	2	5	0	1	1	1	0	1	0	1	0	0	1	1	2	2	1	10	0	1	10
am0128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	3	0	5	1	4	2	0	0	5	6	2	3	4	4	5	6	6	2	4	8	6	12	9	4	3	3	0	3	2	9	6	4	7	3	3	1	5	5	13	5	4	8	10	14	7	14	6	7	5	8	8	16	8	7	2	8	14	3	73
am0129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	4	3	10	10	7	16	13	20	11	14	14	10	6	13	12	22	18	20	13	13	19	20	15	31	22	8	14	20	20	20	23	15	28	25	9	12	31	24	21	25	25	32	17	32	24	19	35	24	35	30	44	26	28	27	28	31	25	39	45	43	37	197
am0130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	2	3	0	0	1	0	2	2	0	1	1	4	5	1	1	0	1	7	0	0	3	3	3	3	1	2	3	4	0	4	1	6	6	6	3	1	5	2	6	5	1	6	5	3	3	0	2	2	1	2	1	1	1	4	2	6	5	2	2	6	2	5	5	5	8	23
am0131	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	4	0	3	6	6	6	1	5	1	1	0	0	4	2	1	10	2	4	4	9	9	3	10	9	5	4	8	14	8	8	2	8	8	10	7	6	7	5	4	4	16	16	16	11	8	11	7	10	13	11	10	7	5	12	13	12	4	10	10	17	15	21	68
am0132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	1	2	2	1	0	2	2	2	2	2	1	1	4	4	3	0	1	6	2	2	4	3	3	5	4	4	7	7	6	6	7	7	1	7	7	7	10	5	6	8	5	3	7	7	8	7	4	3	1	8	8	6	6	18	16	6	6	16	4	12	6	11	7	12	51
am0134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	3	0	2	0	1	2	0	0	0	0	2	2	2	2	1	1	3	2	1	1	0	1	2	1	3	2	1	2	2	1	2	0	8	3	0	1	2	2	6	5	0	7	0	1	4	1	5	8	2	2	1	4	2	8	2	5	1	2	2	3	4	3	8	3	5	6	2	6	4	9	27
am0135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	2	1	0	1	0	4	4	5	1	0	3	1	4	7	4	4	6	3	5	7	4	5	3	15	15	4	12	1	4	7	3	3	8	7	7	4	4	6	3	10	3	4	2	3	7	11	6	8	8	3	11	5	6	9	4	10	18	46
am0136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	1	1	2	4	0	0	5	2	3	1	1	1	3	2	7	2	7	0	5	5	7	10	7	4	5	7	4	1	5	4	7	7	2	3	9	1	9	3	8	0	6	4	5	8	1	5	4	5	9	2	9	5	40
am0137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	3	1	7	7	7	4	4	11	7	10	6	6	17	11	12	20	13	10	12	16	16	9	29	21	31	16	31	24	33	33	11	33	29	34	27	31	27	23	22	19	21	21	26	23	14	23	28	30	42	19	26	32	43	32	30	45	48	38	30	48	38	53	247
am0138	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	3	2	2	2	2	1	5	0	2	8	8	6	4	2	2	6	9	7	3	3	9	6	4	11	4	5	3	5	5	6	9	5	4	5	6	6	8	9	8	5	5	5	5	10	7	6	3	6	7	11	8	5	17	7	10	5	9	11	3	18	6	60
am0139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	2	1	2	0	0	1	1	2	5	3	1	0	0	0	0	1	1	3	1	4	5	0	0	1	1	0	2	2	3	0	5	2	2	1	1	1	0	2	2	3	0	0	0	0	5	4	0	2	2	1	4	2	0	0	2	19
am0140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	1	3	1	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	1	2	0	2	0	2	0	0	3	1	2	2	2	1	0	0	4	0	0	0	2	2	8	2	0	1	2	2	2	1	2	0	13
am0141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	1	0	0	0	1	1	0	0	2	2	0	0	0	0	0	1	1	0	2	1	0	2	0	0	1	0	0	1	2	2	2
am0142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	3	0	1	0	0	2	2	1	4	0	1	0	3	1	0	0	2	1	1	0	1	2	2	3	4	3	4	2	2	2	2	0	6	1	3	0	0	2	2	6	9	3	5	3	4	6	6	6	6	9	3	2	4	7	5	8	6	32
am0143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	6	0	1	8	7	6	6	2	11	12	5	4	18	18	12	23	5	12	22	10	16	11	11	27	26	14	31	22	29	17	25	25	25	26	16	42	28	31	21	31	19	24	37	37	39	24	31	25	35	30	21	41	41	34	22	42	27	55	48	38	54	42	53	45	265
am0146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	2	2	2	1	2	2	3	1	1	2	4	3	1	3	1	3	2	2	1	0	7	4	10	6	2	1	1	1	3	2	1	4	5	2	1	5	1	4	4	3	3	7	3	8	5	2	10	3	2	0	6	3	5	3	5	6	4	8	4	44
am0147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	3	3	0	3	5	1	0	3	3	2	4	2	3	3	6	4	8	8	5	9	5	10	10	6	4	2	2	0	5	7	10	3	12	5	6	6	7	10	10	9	4	5	4	8	5	9	12	5	8	8	3	7	7	2	2	3	9	5	9	55
am0148	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	4	3	1	1	5	5	4	3	2	5	4	3	3	2	8	4	6	5	7	8	14	14	6	8	11	12	7	9	10	8	8	11	11	8	13	17	15	5	12	8	13	13	13	9	14	15	18	11	18	10	16	17	19	12	14	24	23	22	19	27	22	24	24	119
am0149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	2	2	1	2	1	1	0	1	5	3	3	0	1	6	0	0	7	7	4	4	0	7	8	6	5	8	8	8	8	1	5	4	5	9	2	2	6	5	5	2	2	7	10	5	4	4	7	7	3	3	6	13	13	8	7	6	10	8	6	9	16	4	16	11	9	10	14	12	49
am0150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	3	1	1	6	6	2	4	3	3	3	4	4	4	3	3	0	9	4	6	2	2	8	4	5	6	5	3	6	13	13	7	11	3	5	7	6	8	5	8	3	3	3	4	10	3	8	5	2	3	10	8	11	12	7	9	10	7	10	5	4	9	20	72
am0151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	1	0	0	1	2	0	0	0	1	2	5	2	0	4	4	5	0	2	1	1	2	1	2	2	4	6	8	1	5	0	1	9	9	4	6	1	3	10	1	5	5	5	7	5	5	3	9	6	5	6	5	1	4	3	10	11	4	5	6	14	11	11	6	5	11	27
am0152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	6	2	2	0	1	6	4	4	4	4	1	1	4	2	2	2	1	1	1	4	6	1	1	1	0	3	8	8	4	6	1	5	1	1	2	2	5	5	1	1	2	1	5	1	5	6	2	4	7	2	3	5	1	1	6	1	5	10	8	9	19
am0153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	2	0	2	1	1	2	1	2	3	1	0	0	5	5	1	2	6	7	5	4	4	3	3	1	3	4	4	6	2	1	8	2	0	3	3	3	2	5	6	6	0	4	6	5	10	13	8	8	7	3	9	4	5	12	8	41
