	pvalue	qvalue	Weighted time diff	firstpresence	neworder	SP_y
0	0.7089868341385888	1.0	-40.00707708191098	86	0	SP68
1	0.97492323781202	1.0	-99.00707708191098	9	1	SP60
2	0.11295750630795738	1.0	77.99292291808902	211	2	SP7
3	0.40271786544131205	1.0	-1.0070770819109782	125	3	SP11
4	0.14029851180981637	1.0	72.99292291808902	206	4	SP86
5	0.5314407557549168	1.0	-15.007077081910978	111	5	SP39
6	0.3223596964126463	1.0	21.992922918089022	151	6	SP71
7	0.34034285041054685	1.0	16.992922918089022	146	7	SP32
8	0.37076467609639857	1.0	6.992922918089022	134	8	SP65
9	0.5733463686259379	1.0	-19.007077081910978	107	9	SP64
10	0.23711384133826716	1.0	48.99292291808902	180	10	SP67
11	0.20869082890854518	1.0	53.99292291808902	185	11	SP59
12	0.08619253606366996	1.0	88.99292291808902	222	12	SP74
13	0.545813808936569	1.0	-16.007077081910978	110	13	SP81
14	0.2741489348311272	1.0	44.99292291808902	120	14	SP61
15	0.41841542760096384	1.0	-2.5070770819109782	25	15	SP72
16	0.6258354896032936	1.0	-30.507077081910978	84	16	SP80
17	0.5584852311912111	1.0	-35.00707708191098	91	17	SP82
18	0.28591103673208634	1.0	40.49292291808902	119	18	SP85
19	0.7327826967443227	1.0	-36.00707708191098	69	19	SP46
20	0.4020081656795483	1.0	-3.0070770819109782	109	20	SP69
21	0.47395846132890923	1.0	25.65958958475568	78	21	SP78
22	0.6588285267118819	1.0	5.992922918089022	66	22	SP77
23	0.6588285267118819	1.0	5.992922918089022	66	23	SP76
24	0.2802482037276354	1.0	23.326256251422365	110	24	SP66
25	0.08768017877866975	1.0	40.65958958475568	143	25	SP57
26	0.5195620958648832	1.0	-5.007077081910978	19	26	SP83
27	0.3508737364934268	1.0	-0.17374374857764963	84	27	SP84
28	2.798838217011942e-07	1.0	7.304288082850292	1	28	SP6
29	2.6281786517103036e-07	1.0	7.364562703035261	1	29	SP5
30	1.4886202565479324e-10	1.0	10.547384860346241	1	30	SP40
31	0.8054367704135316	1.0	-5.871087202088077	1	31	SP70
32	0.7907192396296263	1.0	-5.706513525242229	1	32	SP75
33	1.2758214791982136e-05	1.0	6.423512598678698	1	33	SP73
34	1.626384089036077e-08	1.0	8.73854225343645	1	34	SP47
35	3.0611546840630417e-06	1.0	7.410454636658798	1	35	SP53
36	1.5409927637325172e-10	1.0	9.200334422513805	1	36	SP10
37	1.7747174595493443e-05	1.0	7.060381094019945	1	37	SP45
38	0.00013310585611194607	1.0	5.4085212086873184	1	38	SP50
39	0.00017685748851951384	1.0	5.3029549351647916	1	39	SP49
40	0.00155496655118173	1.0	3.855192047376619	1	40	SP3
41	0.0014552396147578116	1.0	3.8610663780046366	1	41	SP2
42	3.8111495999408634e-08	1.0	7.970230808754309	1	42	SP52
43	5.194733541969689e-06	1.0	7.306678714070472	1	43	SP43
44	3.916824820621943e-06	1.0	6.974527414767607	1	44	SP34
45	1.2092458791988623e-13	1.0	11.192149223698308	1	45	SP58
46	0.00018987357695794145	1.0	5.129993101791328	1	46	SP18
47	0.0002240174787915341	1.0	5.081393506324318	1	47	SP19
48	0.0018504909363448083	1.0	3.6185108766967318	1	48	SP12
49	2.9588088033614847e-05	1.0	5.497270744175978	1	49	SP55
50	2.7385382376339328e-05	1.0	5.554679551208878	1	50	SP56
51	3.079907463419594e-07	1.0	6.207750966324838	1	51	SP4
52	0.0022731103911307203	1.0	4.303076501706769	1	52	SP63
53	1.2774078377194177e-08	1.0	7.17664572227919	1	53	SP44
54	2.1312834045348223e-06	1.0	5.637243216040602	1	54	SP17
55	9.288692292578164e-06	1.0	4.977332717643591	1	55	SP1
56	2.990346134394992e-06	1.0	5.390772380454607	1	56	SP9
57	1.3981462945777063e-08	1.0	6.731764673898681	1	57	SP54
58	0.3772234393015025	1.0	0.4993543771114446	1	58	SP31
59	2.421462070500768e-05	1.0	5.643341252028634	1	59	SP20
60	3.407087829097108e-07	1.0	6.146379306073101	1	60	SP0
61	1.1548799278641151e-06	1.0	6.260327416482454	1	61	SP51
62	0.8443389918549764	1.0	-1.1966032664496282	1	62	SP38
63	0.00030830731293317044	1.0	4.46617832014357	1	63	SP33
64	0.9958285284301643	1.0	-8.177603397700452	1	64	SP28
65	0.8939360899106514	1.0	-3.888543337477955	1	65	SP23
66	0.8953523507241165	1.0	-3.911186670952077	1	66	SP21
67	0.8953523507241165	1.0	-3.8680359860205726	1	67	SP22
68	0.8849185929933137	1.0	-2.4884190880732575	1	68	SP14
69	0.8849185929933137	1.0	-2.4884190880732575	1	69	SP15
70	0.0005614351123864028	1.0	3.0282730200604675	1	70	SP48
71	0.008057278272940137	1.0	2.9451078452581214	1	71	SP35
72	0.9932289643797574	1.0	-4.60021887987206	1	72	SP42
73	0.9999492391092949	1.0	-2.6963914735107295	1	73	SP30
74	0.9898247339957132	1.0	-2.8353508914347856	1	74	SP79
75	0.996451064946466	1.0	-9.340311238412013	1	75	SP62
76	0.0456958510491548	1.0	1.4972416698304585	1	76	SP8
77	0.29789674922664783	1.0	-1.3537220153529717	1	77	SP36
78	0.29789674922664783	1.0	-1.3751835747118406	1	78	SP37
79	0.9768136243593171	1.0	-7.334093727237487	1	79	SP27
80	1.0	1.0	-1.6238627082954196	1	80	SP29
81	0.9826994559533451	1.0	-5.002650126672421	1	81	SP25
82	1.0	1.0	-2.8550673376966103	1	82	SP16
83	0.9654019795280093	1.0	-2.9207409271346734	1	83	SP26
84	0.9856234928162242	1.0	-4.88099576703209	1	84	SP41
85	0.4767836725600199	1.0	-0.8904363354102003	1	85	SP13
86	0.9701530492962906	1.0	-3.9086518850605785	1	86	SP24
87	1.550774891534126e-20	1.0	3.587385183832737	1	87	SP87
